,control_04,max
586.2541,776.0,776.0
487.21384,775.0,775.0
461.22507,775.0,775.0
613.47784,775.0,775.0
461.19507,774.0,774.0
478.26425,774.0,774.0
596.2686,774.0,774.0
497.22836,772.0,772.0
634.3118,772.0,772.0
374.13922,771.0,771.0
349.1754,771.0,771.0
365.17465,770.0,770.0
519.2623,770.0,770.0
744.5466,768.0,768.0
471.2146,768.0,768.0
407.14264,768.0,768.0
367.18954,768.0,768.0
423.21188,767.0,767.0
628.2971,767.0,767.0
550.1558,767.0,767.0
518.22736,767.0,767.0
522.25714,765.0,765.0
401.20792,764.0,764.0
483.21402,763.0,763.0
363.11975,762.0,762.0
401.17792,762.0,762.0
412.1124,759.0,759.0
618.2826,758.0,758.0
339.11588,758.0,758.0
416.2222,757.0,757.0
680.32965,755.0,755.0
504.16803,754.0,754.0
449.19064,754.0,754.0
521.1972,753.0,753.0
517.1824,753.0,753.0
351.1203,752.0,752.0
476.13934,752.0,752.0
477.2243,751.0,751.0
481.25912,750.0,750.0
518.2623,750.0,750.0
467.14478,748.0,748.0
386.17365,748.0,748.0
531.2017,748.0,748.0
456.2503,747.0,747.0
373.10425,746.0,746.0
389.1785,746.0,746.0
542.2562,746.0,746.0
301.1377,746.0,746.0
480.13416,745.0,745.0
578.2545,745.0,745.0
474.15945,743.0,743.0
492.35358,743.0,743.0
399.15802,743.0,743.0
385.1587,741.0,741.0
582.2493,741.0,741.0
549.24585,741.0,741.0
515.2375,740.0,740.0
594.2537,739.0,739.0
608.2731,739.0,739.0
653.1959,739.0,739.0
592.2738,739.0,739.0
432.22144,739.0,739.0
463.21497,738.0,738.0
550.2258,738.0,738.0
453.17545,738.0,738.0
319.13184,738.0,738.0
554.22064,737.0,737.0
610.178,737.0,737.0
489.23373,736.0,736.0
485.1989,735.0,735.0
616.29767,735.0,735.0
585.24915,734.0,734.0
455.21036,734.0,734.0
363.19473,734.0,734.0
310.17227,734.0,734.0
443.22092,734.0,734.0
322.2617,734.0,734.0
574.2897,734.0,734.0
488.24377,733.0,733.0
304.18753,733.0,733.0
345.1806,731.0,731.0
384.11374,730.0,730.0
323.12665,729.0,729.0
310.11227,729.0,729.0
532.20166,729.0,729.0
791.5543,729.0,729.0
524.2071,728.0,728.0
471.1796,728.0,728.0
473.1945,727.0,727.0
800.6139,726.0,726.0
392.22336,725.0,725.0
315.19702,725.0,725.0
543.2662,725.0,725.0
500.2432,724.0,724.0
576.2696,724.0,724.0
459.24515,723.0,723.0
662.2055,723.0,723.0
344.19565,722.0,722.0
548.15594,721.0,721.0
694.194,721.0,721.0
410.2375,719.0,719.0
431.1915,719.0,719.0
443.18094,719.0,719.0
672.32,714.0,714.0
311.1672,714.0,714.0
576.1596,714.0,714.0
325.14154,713.0,713.0
380.11893,712.0,712.0
537.24646,712.0,712.0
453.22543,710.0,710.0
562.2153,710.0,710.0
326.20648,710.0,710.0
783.2047,709.0,709.0
602.24335,708.0,708.0
384.22372,708.0,708.0
638.20166,708.0,708.0
428.21664,708.0,708.0
649.2711,707.0,707.0
407.21765,707.0,707.0
505.21796,706.0,706.0
428.25165,706.0,706.0
385.2287,706.0,706.0
578.1845,705.0,705.0
527.23694,705.0,705.0
306.19244,705.0,705.0
402.23288,705.0,705.0
449.23065,703.0,703.0
303.1326,702.0,702.0
650.20105,702.0,702.0
419.14206,701.0,701.0
331.12125,700.0,700.0
345.1106,700.0,700.0
342.04074,700.0,700.0
427.21167,700.0,700.0
451.24054,700.0,700.0
522.18713,699.0,699.0
536.1415,699.0,699.0
513.25256,699.0,699.0
472.10956,699.0,699.0
316.097,695.0,695.0
642.2764,695.0,695.0
614.2828,695.0,695.0
361.10483,694.0,694.0
314.20206,693.0,693.0
545.21106,693.0,693.0
329.14136,693.0,693.0
584.2992,693.0,693.0
335.12607,692.0,692.0
483.10403,691.0,691.0
351.1953,691.0,691.0
509.1178,690.0,690.0
441.131,690.0,690.0
703.56854,690.0,690.0
563.2252,689.0,689.0
490.11868,688.0,688.0
650.32104,688.0,688.0
532.2417,688.0,688.0
338.19092,687.0,687.0
600.1835,687.0,687.0
577.22455,687.0,687.0
607.2331,687.0,687.0
375.11917,687.0,687.0
511.35767,685.0,685.0
574.4897,685.0,685.0
603.2583,684.0,684.0
476.21936,683.0,683.0
331.05627,683.0,683.0
381.2039,682.0,682.0
526.227,679.0,679.0
646.3163,679.0,679.0
427.1167,679.0,679.0
434.23636,677.0,677.0
481.2041,677.0,677.0
533.24664,676.0,676.0
552.2407,676.0,676.0
602.2833,676.0,676.0
382.20883,676.0,676.0
477.17932,675.0,675.0
343.1207,675.0,675.0
320.0618,674.0,674.0
475.2194,674.0,674.0
400.17297,673.0,673.0
504.24802,672.0,672.0
552.33075,672.0,672.0
530.2268,672.0,672.0
668.2952,672.0,672.0
551.2058,671.0,671.0
904.53894,670.0,670.0
535.20654,669.0,669.0
344.10065,668.0,668.0
371.19437,665.0,665.0
459.22015,665.0,665.0
313.18213,664.0,664.0
415.21725,663.0,663.0
554.18567,663.0,663.0
425.26178,662.0,662.0
772.52026,661.0,661.0
520.16724,661.0,661.0
604.2983,660.0,660.0
592.3588,659.0,659.0
481.1541,658.0,658.0
479.1292,658.0,658.0
655.29083,657.0,657.0
605.3082,657.0,657.0
860.5411,656.0,656.0
549.1509,656.0,656.0
405.30774,653.0,653.0
368.1195,653.0,653.0
366.2146,652.0,652.0
301.1027,651.0,651.0
640.3015,650.0,650.0
543.19617,649.0,649.0
491.24362,649.0,649.0
528.27686,648.0,648.0
856.54126,648.0,648.0
656.2908,647.0,647.0
511.21268,647.0,647.0
503.19806,647.0,647.0
410.1275,647.0,647.0
330.10132,647.0,647.0
398.23807,646.0,646.0
590.2539,645.0,645.0
633.20685,645.0,645.0
365.02963,645.0,645.0
379.18896,645.0,645.0
538.2264,645.0,645.0
448.1107,644.0,644.0
534.2616,644.0,644.0
505.25296,642.0,642.0
593.2088,642.0,642.0
619.29254,642.0,642.0
521.2822,641.0,641.0
563.2652,640.0,640.0
593.5088,640.0,640.0
529.1818,640.0,640.0
504.31302,640.0,640.0
489.18375,640.0,640.0
755.4811,639.0,639.0
490.26868,639.0,639.0
547.261,638.0,638.0
506.3579,638.0,638.0
533.2816,638.0,638.0
657.3107,637.0,637.0
332.06622,636.0,636.0
727.5624,634.0,634.0
670.3051,634.0,634.0
686.33936,632.0,632.0
591.2339,632.0,632.0
483.174,631.0,631.0
475.1694,631.0,631.0
658.3157,630.0,630.0
647.3212,630.0,630.0
606.3232,629.0,629.0
663.28546,629.0,629.0
633.3069,629.0,629.0
319.16183,629.0,629.0
813.6783,628.0,628.0
636.29675,628.0,628.0
648.32117,628.0,628.0
556.24054,627.0,627.0
692.32404,627.0,627.0
499.21326,626.0,626.0
377.19907,625.0,625.0
688.3243,625.0,625.0
559.2354,625.0,625.0
509.19778,625.0,625.0
752.3512,624.0,624.0
517.2524,623.0,623.0
361.17984,622.0,622.0
371.15436,622.0,622.0
554.29065,622.0,622.0
666.3153,622.0,622.0
819.508,622.0,622.0
510.26273,621.0,621.0
393.1283,621.0,621.0
497.17834,620.0,620.0
428.12164,620.0,620.0
457.20526,620.0,620.0
727.5174,620.0,620.0
839.55707,619.0,619.0
696.32385,619.0,619.0
381.12888,618.0,618.0
522.2272,618.0,618.0
377.31406,617.0,617.0
605.2382,617.0,617.0
424.11185,616.0,616.0
368.2295,615.0,615.0
832.54236,615.0,615.0
443.14594,614.0,614.0
493.14856,613.0,613.0
359.12494,612.0,612.0
620.2625,611.0,611.0
520.24225,610.0,610.0
388.18353,609.0,609.0
562.14526,609.0,609.0
540.2113,608.0,608.0
877.51025,607.0,607.0
404.21777,606.0,606.0
329.17136,605.0,605.0
787.52954,605.0,605.0
556.27057,604.0,604.0
505.11298,601.0,601.0
327.19644,601.0,601.0
561.2453,601.0,601.0
615.49274,600.0,600.0
506.2929,599.0,599.0
523.2071,599.0,599.0
466.11984,598.0,598.0
597.4836,598.0,598.0
493.24854,598.0,598.0
560.23535,597.0,597.0
572.2748,597.0,597.0
355.19012,597.0,597.0
433.3264,596.0,596.0
500.2782,595.0,595.0
674.3399,594.0,594.0
400.25797,594.0,594.0
409.23254,593.0,593.0
538.2564,593.0,593.0
394.06827,592.0,592.0
397.1231,592.0,592.0
844.5218,590.0,590.0
373.20926,590.0,590.0
445.23083,590.0,590.0
627.25714,590.0,590.0
575.15466,589.0,589.0
586.17413,589.0,589.0
535.26154,589.0,589.0
544.2411,589.0,589.0
455.27536,589.0,589.0
529.2868,587.0,587.0
684.32446,586.0,586.0
451.07056,586.0,586.0
709.18823,584.0,584.0
490.33368,583.0,583.0
606.18317,583.0,583.0
577.27454,582.0,582.0
402.10287,582.0,582.0
712.3231,582.0,582.0
459.10516,581.0,581.0
708.3283,580.0,580.0
417.20715,580.0,580.0
394.23825,580.0,580.0
449.15063,579.0,579.0
539.26636,579.0,579.0
352.23026,579.0,579.0
787.45953,578.0,578.0
524.27203,578.0,578.0
326.0465,578.0,578.0
584.2342,577.0,577.0
842.5819,577.0,577.0
781.21985,577.0,577.0
550.2608,576.0,576.0
678.34973,576.0,576.0
322.22168,576.0,576.0
429.2366,575.0,575.0
716.5179,574.0,574.0
615.3527,574.0,574.0
509.25278,574.0,574.0
639.3116,573.0,573.0
325.18155,573.0,573.0
651.146,572.0,572.0
624.1923,572.0,572.0
417.12717,571.0,571.0
468.24973,571.0,571.0
367.25455,571.0,571.0
487.16382,571.0,571.0
694.36896,569.0,569.0
430.10156,568.0,568.0
403.22284,568.0,568.0
348.13046,568.0,568.0
429.2016,568.0,568.0
477.08432,567.0,567.0
390.06845,567.0,567.0
438.12616,567.0,567.0
801.20886,566.0,566.0
623.29736,565.0,565.0
505.14297,565.0,565.0
584.1942,565.0,565.0
355.1151,564.0,564.0
522.39716,564.0,564.0
673.57996,563.0,563.0
507.26288,562.0,562.0
502.26312,561.0,561.0
455.13037,561.0,561.0
513.2276,561.0,561.0
470.26962,560.0,560.0
582.2893,560.0,560.0
561.2803,560.0,560.0
573.2797,558.0,558.0
702.40356,558.0,558.0
626.2022,558.0,558.0
491.20364,557.0,557.0
716.3529,556.0,556.0
729.32733,556.0,556.0
486.2639,555.0,555.0
598.31854,555.0,555.0
672.19,555.0,555.0
664.3354,554.0,554.0
566.2601,554.0,554.0
531.23676,554.0,554.0
590.21893,554.0,554.0
362.20978,554.0,554.0
515.1925,553.0,553.0
555.1956,553.0,553.0
483.24402,552.0,552.0
592.12885,552.0,552.0
492.2486,552.0,552.0
657.13574,551.0,551.0
310.30725,551.0,551.0
546.286,551.0,551.0
339.26086,550.0,550.0
638.30664,550.0,550.0
729.5623,548.0,548.0
610.28796,548.0,548.0
739.51184,548.0,548.0
624.3073,548.0,548.0
673.3,547.0,547.0
393.2033,546.0,546.0
661.30054,545.0,545.0
425.12677,545.0,545.0
520.2773,544.0,544.0
343.19067,544.0,544.0
705.3085,544.0,544.0
661.43054,543.0,543.0
568.165,543.0,543.0
643.1964,542.0,542.0
395.3182,542.0,542.0
545.25604,542.0,542.0
731.5372,542.0,542.0
457.23026,541.0,541.0
307.0574,541.0,541.0
537.21643,541.0,541.0
321.11172,541.0,541.0
462.12503,540.0,540.0
773.5202,540.0,540.0
580.2694,539.0,539.0
542.2212,539.0,539.0
527.2019,539.0,539.0
853.5464,537.0,537.0
338.10593,536.0,536.0
662.3455,536.0,536.0
698.3388,536.0,536.0
373.17426,535.0,535.0
385.1287,535.0,535.0
336.21103,535.0,535.0
501.25317,534.0,534.0
849.6216,533.0,533.0
324.09158,532.0,532.0
616.35767,532.0,532.0
758.3659,531.0,531.0
552.20575,531.0,531.0
487.24384,531.0,531.0
635.3218,531.0,531.0
628.1821,530.0,530.0
560.19037,529.0,529.0
689.3292,529.0,529.0
615.5277,528.0,528.0
420.08203,528.0,528.0
564.32513,527.0,527.0
537.1514,527.0,527.0
534.1466,527.0,527.0
501.22815,526.0,526.0
631.292,526.0,526.0
405.20773,526.0,526.0
436.25125,525.0,525.0
750.3713,525.0,525.0
420.217,525.0,525.0
593.2788,524.0,524.0
683.3195,524.0,524.0
774.39514,524.0,524.0
581.2394,524.0,524.0
831.5324,523.0,523.0
508.24283,523.0,523.0
608.30804,523.0,523.0
458.2352,522.0,522.0
339.19586,522.0,522.0
301.18268,522.0,522.0
702.3686,522.0,522.0
700.3537,521.0,521.0
350.21536,521.0,521.0
305.0375,521.0,521.0
755.40106,520.0,520.0
630.28204,520.0,520.0
674.20496,520.0,520.0
522.2922,520.0,520.0
798.589,520.0,520.0
397.22812,519.0,519.0
515.2725,519.0,519.0
309.0723,518.0,518.0
448.25067,518.0,518.0
573.24976,517.0,517.0
878.5552,517.0,517.0
590.3139,517.0,517.0
567.195,516.0,516.0
696.45886,516.0,516.0
704.3535,516.0,516.0
431.3115,515.0,515.0
406.3527,515.0,515.0
519.3223,515.0,515.0
372.1393,514.0,514.0
651.291,513.0,513.0
865.5708,513.0,513.0
724.18756,513.0,513.0
598.2885,512.0,512.0
372.1543,512.0,512.0
422.2369,511.0,511.0
599.2635,511.0,511.0
723.37756,510.0,510.0
814.6832,510.0,510.0
484.24896,510.0,510.0
463.24496,509.0,509.0
490.1537,509.0,509.0
549.2759,508.0,508.0
463.16498,507.0,507.0
525.227,507.0,507.0
437.2262,505.0,505.0
540.2763,505.0,505.0
469.22467,505.0,505.0
899.4942,505.0,505.0
541.22125,505.0,505.0
553.2807,504.0,504.0
617.3676,504.0,504.0
342.21072,503.0,503.0
546.25604,503.0,503.0
612.18787,502.0,502.0
429.09158,502.0,502.0
599.3235,501.0,501.0
469.32468,501.0,501.0
508.27783,501.0,501.0
433.23138,500.0,500.0
533.0366,500.0,500.0
313.1021,499.0,499.0
607.3331,498.0,498.0
641.2715,497.0,497.0
464.13992,497.0,497.0
580.1994,497.0,497.0
816.49316,497.0,497.0
678.1997,497.0,497.0
432.25143,496.0,496.0
527.16693,496.0,496.0
501.17816,495.0,495.0
724.35754,495.0,495.0
471.25458,495.0,495.0
592.30383,494.0,494.0
580.2394,493.0,493.0
622.2774,492.0,492.0
516.1025,491.0,491.0
485.23392,491.0,491.0
810.5584,490.0,490.0
423.13687,490.0,490.0
621.5424,490.0,490.0
499.27826,490.0,490.0
924.498,488.0,488.0
853.64636,488.0,488.0
341.30078,488.0,488.0
454.2654,488.0,488.0
594.28876,487.0,487.0
635.2218,487.0,487.0
591.2939,487.0,487.0
577.3095,487.0,487.0
734.36206,487.0,487.0
620.3025,486.0,486.0
600.3284,486.0,486.0
499.23825,485.0,485.0
449.12064,485.0,485.0
803.6388,484.0,484.0
601.3134,483.0,483.0
421.23196,483.0,483.0
527.2719,483.0,483.0
593.17377,483.0,483.0
665.2703,482.0,482.0
520.13226,481.0,481.0
667.2903,480.0,480.0
718.3678,480.0,480.0
666.4803,480.0,480.0
586.2891,480.0,480.0
702.5086,480.0,480.0
594.3137,479.0,479.0
615.25775,479.0,479.0
467.2498,478.0,478.0
444.08588,477.0,477.0
317.10193,477.0,477.0
803.54376,476.0,476.0
690.36914,476.0,476.0
461.15506,476.0,476.0
522.51715,476.0,476.0
453.11545,475.0,475.0
703.37854,475.0,475.0
561.1653,475.0,475.0
405.12775,475.0,475.0
509.28278,474.0,474.0
518.1174,474.0,474.0
554.2556,473.0,473.0
562.2903,472.0,472.0
910.60864,472.0,472.0
560.2703,472.0,472.0
725.5525,472.0,472.0
539.2363,471.0,471.0
712.4331,471.0,471.0
645.3113,469.0,469.0
320.10178,469.0,469.0
415.17725,468.0,468.0
701.29865,468.0,468.0
601.2784,467.0,467.0
640.15155,467.0,467.0
409.08755,467.0,467.0
515.1675,467.0,467.0
819.588,466.0,466.0
770.37036,466.0,466.0
632.3319,465.0,465.0
406.23767,463.0,463.0
552.1707,463.0,463.0
872.47546,463.0,463.0
418.1021,462.0,462.0
719.32275,462.0,462.0
547.30096,462.0,462.0
685.2894,462.0,462.0
666.2003,462.0,462.0
502.1531,462.0,462.0
784.3797,462.0,462.0
520.50726,462.0,462.0
607.2931,461.0,461.0
659.18567,461.0,461.0
597.2436,460.0,460.0
569.2099,460.0,460.0
629.27704,460.0,460.0
707.35333,459.0,459.0
727.3824,459.0,459.0
452.24548,458.0,458.0
639.1816,458.0,458.0
353.2102,458.0,458.0
596.19366,457.0,457.0
582.1443,457.0,457.0
566.2201,457.0,457.0
529.2268,455.0,455.0
852.5064,455.0,455.0
444.2509,454.0,454.0
416.2522,454.0,454.0
568.39496,453.0,453.0
544.2711,453.0,453.0
491.16364,452.0,452.0
682.3096,452.0,452.0
395.2182,451.0,451.0
654.1659,451.0,451.0
400.18796,450.0,450.0
558.26044,450.0,450.0
804.6537,450.0,450.0
575.25964,450.0,450.0
671.31506,450.0,450.0
460.1451,449.0,449.0
431.0765,449.0,449.0
581.27936,449.0,449.0
717.36285,449.0,449.0
695.17395,448.0,448.0
725.3325,448.0,448.0
533.2166,448.0,448.0
643.2564,448.0,448.0
613.27783,448.0,448.0
612.30786,447.0,447.0
361.05984,447.0,447.0
387.2236,446.0,446.0
745.3615,446.0,446.0
561.2053,446.0,446.0
649.3361,445.0,445.0
393.2383,445.0,445.0
634.3518,445.0,445.0
331.16626,444.0,444.0
873.70044,444.0,444.0
311.0472,442.0,442.0
665.34033,442.0,442.0
785.3596,442.0,442.0
568.19995,442.0,442.0
768.38043,442.0,442.0
578.3145,441.0,441.0
681.30457,441.0,441.0
393.2933,441.0,441.0
652.151,441.0,441.0
627.33215,441.0,441.0
479.2692,440.0,440.0
333.07117,440.0,440.0
553.3207,439.0,439.0
659.28564,439.0,439.0
530.2868,438.0,438.0
653.27594,438.0,438.0
503.16306,437.0,437.0
519.1273,437.0,437.0
706.38837,436.0,436.0
579.19446,436.0,436.0
713.33307,435.0,435.0
749.33136,435.0,435.0
600.15344,433.0,433.0
369.20444,433.0,433.0
764.2006,433.0,433.0
606.37317,432.0,432.0
571.22986,432.0,432.0
569.24994,432.0,432.0
541.2513,431.0,431.0
617.3076,431.0,431.0
386.23865,431.0,431.0
355.0801,431.0,431.0
747.2015,431.0,431.0
512.28265,431.0,431.0
571.27484,430.0,430.0
553.2507,430.0,430.0
567.29504,429.0,429.0
615.2927,429.0,429.0
442.23596,429.0,429.0
833.64734,428.0,428.0
760.3508,428.0,428.0
365.20963,428.0,428.0
553.18066,427.0,427.0
480.27417,426.0,426.0
911.48865,425.0,425.0
408.11258,425.0,425.0
300.18274,425.0,425.0
746.3315,424.0,424.0
762.50574,424.0,424.0
583.3243,423.0,423.0
302.07764,423.0,423.0
661.20056,423.0,423.0
536.2965,423.0,423.0
559.2654,423.0,423.0
431.2165,422.0,422.0
469.1497,421.0,421.0
740.6968,421.0,421.0
711.3132,421.0,421.0
753.3262,421.0,421.0
401.09793,420.0,420.0
850.6215,420.0,420.0
498.3433,420.0,420.0
306.04745,419.0,419.0
477.14932,418.0,418.0
864.56085,417.0,417.0
751.34625,417.0,417.0
540.24133,417.0,417.0
422.12692,416.0,416.0
622.1774,416.0,416.0
622.36237,416.0,416.0
308.09735,416.0,416.0
830.46246,416.0,416.0
726.33246,415.0,415.0
756.546,415.0,415.0
531.30176,414.0,414.0
704.5235,414.0,414.0
536.3815,414.0,414.0
453.26044,413.0,413.0
739.3718,413.0,413.0
380.08392,413.0,413.0
597.3136,413.0,413.0
578.1495,412.0,412.0
530.2568,412.0,412.0
636.1917,412.0,412.0
625.2773,412.0,412.0
618.31256,412.0,412.0
757.36096,412.0,412.0
803.59375,411.0,411.0
645.1313,411.0,411.0
599.30347,411.0,411.0
558.29047,411.0,411.0
764.59564,411.0,411.0
483.30402,410.0,410.0
347.0455,410.0,410.0
617.5076,408.0,408.0
671.18005,408.0,408.0
417.23715,408.0,408.0
601.2384,407.0,407.0
611.2979,407.0,407.0
519.1573,407.0,407.0
742.1967,407.0,407.0
610.32294,407.0,407.0
505.28796,407.0,407.0
520.38226,406.0,406.0
589.24896,406.0,406.0
596.1586,406.0,406.0
582.1793,405.0,405.0
776.4601,405.0,405.0
551.27075,405.0,405.0
793.49426,404.0,404.0
399.243,404.0,404.0
644.32635,403.0,403.0
710.3382,403.0,403.0
734.5621,402.0,402.0
537.29645,402.0,402.0
651.326,401.0,401.0
649.5861,400.0,400.0
738.1919,400.0,400.0
575.33466,400.0,400.0
379.22397,400.0,400.0
660.1906,399.0,399.0
740.3518,399.0,399.0
727.2074,399.0,399.0
579.29443,398.0,398.0
776.3851,398.0,398.0
676.3548,398.0,398.0
864.45087,397.0,397.0
543.12616,397.0,397.0
526.32196,396.0,396.0
754.3661,396.0,396.0
826.48267,396.0,396.0
377.27905,396.0,396.0
643.3214,395.0,395.0
745.5515,394.0,394.0
435.13632,394.0,394.0
720.3527,393.0,393.0
638.17163,393.0,393.0
309.2523,393.0,393.0
322.0767,393.0,393.0
824.51776,392.0,392.0
495.16345,392.0,392.0
532.1617,392.0,392.0
782.3948,392.0,392.0
669.3052,392.0,392.0
841.57196,391.0,391.0
523.13715,391.0,391.0
774.5651,391.0,391.0
552.27075,390.0,390.0
769.3904,390.0,390.0
551.2408,390.0,390.0
783.42975,389.0,389.0
731.3972,389.0,389.0
889.4947,389.0,389.0
333.25116,389.0,389.0
804.4887,388.0,388.0
722.34265,387.0,387.0
788.5445,387.0,387.0
696.1789,387.0,387.0
597.51855,386.0,386.0
725.6725,386.0,386.0
407.32263,385.0,385.0
464.10492,385.0,385.0
598.1735,385.0,385.0
560.30536,385.0,385.0
741.3667,384.0,384.0
555.2406,384.0,384.0
686.40936,384.0,384.0
526.26196,384.0,384.0
780.3799,383.0,383.0
420.25702,383.0,383.0
532.2767,382.0,382.0
346.03555,382.0,382.0
509.22278,380.0,380.0
813.3933,380.0,380.0
948.4969,379.0,379.0
726.55743,379.0,379.0
542.2962,378.0,378.0
812.4083,378.0,378.0
511.31268,378.0,378.0
387.1486,378.0,378.0
669.1902,378.0,378.0
597.28357,377.0,377.0
742.3417,377.0,377.0
575.2946,377.0,377.0
346.26053,376.0,376.0
895.4644,375.0,375.0
602.31836,375.0,375.0
416.11722,375.0,375.0
326.2565,375.0,375.0
637.3417,374.0,374.0
583.2692,374.0,374.0
443.25092,373.0,373.0
589.164,373.0,373.0
457.27527,372.0,372.0
576.1346,372.0,372.0
583.22925,371.0,371.0
538.2914,371.0,371.0
563.1552,370.0,370.0
743.3466,370.0,370.0
697.3388,368.0,368.0
574.1447,368.0,368.0
762.39575,368.0,368.0
460.1101,368.0,368.0
383.21378,368.0,368.0
617.27765,368.0,368.0
503.09808,367.0,367.0
341.2758,367.0,367.0
533.14166,367.0,367.0
446.0958,367.0,367.0
541.1813,367.0,367.0
448.1407,367.0,367.0
844.5968,367.0,367.0
559.2954,366.0,366.0
679.3147,366.0,366.0
951.46173,365.0,365.0
715.313,365.0,365.0
619.5225,364.0,364.0
492.2786,364.0,364.0
952.4667,364.0,364.0
327.29645,363.0,363.0
751.5712,363.0,363.0
645.2063,363.0,363.0
861.546,362.0,362.0
766.36554,362.0,362.0
354.07516,361.0,361.0
498.3033,361.0,361.0
746.4115,361.0,361.0
650.3511,361.0,361.0
622.3174,361.0,361.0
547.15594,360.0,360.0
333.18115,360.0,360.0
654.19586,360.0,360.0
801.4189,359.0,359.0
894.45447,359.0,359.0
513.3026,359.0,359.0
401.33792,358.0,358.0
517.2224,357.0,357.0
447.34573,357.0,357.0
775.5651,357.0,357.0
589.209,357.0,357.0
568.305,356.0,356.0
599.2235,356.0,356.0
854.52136,356.0,356.0
556.20056,355.0,355.0
428.08163,355.0,355.0
727.4574,355.0,355.0
519.3773,354.0,354.0
450.12558,354.0,354.0
411.13245,354.0,354.0
325.10153,354.0,354.0
915.46344,353.0,353.0
739.20685,353.0,353.0
427.0767,352.0,352.0
814.39825,351.0,351.0
693.369,351.0,351.0
636.3317,351.0,351.0
366.0346,351.0,351.0
738.33685,350.0,350.0
329.03137,350.0,350.0
631.32196,350.0,350.0
751.40125,350.0,350.0
740.55176,350.0,350.0
493.28854,348.0,348.0
934.47253,348.0,348.0
545.28107,348.0,348.0
699.3137,348.0,348.0
768.58044,347.0,347.0
619.3225,346.0,346.0
633.2419,346.0,346.0
577.14453,346.0,346.0
429.1316,346.0,346.0
673.19995,345.0,345.0
368.0845,345.0,345.0
334.1111,344.0,344.0
796.3791,344.0,344.0
925.51294,344.0,344.0
763.5107,344.0,344.0
896.59436,343.0,343.0
514.30255,343.0,343.0
414.1073,343.0,343.0
873.48047,343.0,343.0
748.2064,342.0,342.0
882.575,342.0,342.0
870.4206,342.0,342.0
842.4419,342.0,342.0
414.06732,342.0,342.0
661.3405,342.0,342.0
904.56396,341.0,341.0
771.2003,341.0,341.0
546.116,340.0,340.0
400.08798,340.0,340.0
458.2652,340.0,340.0
614.3428,339.0,339.0
333.11118,339.0,339.0
658.17566,339.0,339.0
736.38696,338.0,338.0
478.14926,338.0,338.0
555.2956,338.0,338.0
757.55096,337.0,337.0
595.2937,337.0,337.0
566.18506,337.0,337.0
582.3193,337.0,337.0
525.187,337.0,337.0
595.2287,336.0,336.0
880.5401,336.0,336.0
846.46173,336.0,336.0
625.31226,336.0,336.0
532.1317,334.0,334.0
652.331,334.0,334.0
609.24805,334.0,334.0
804.4187,334.0,334.0
552.2957,334.0,334.0
658.4107,334.0,334.0
704.5735,334.0,334.0
341.2108,334.0,334.0
752.4512,333.0,333.0
631.157,333.0,333.0
463.13498,332.0,332.0
539.2963,331.0,331.0
372.3643,331.0,331.0
484.27896,330.0,330.0
566.11505,330.0,330.0
747.34644,329.0,329.0
642.16644,329.0,329.0
390.10345,328.0,328.0
313.1271,328.0,328.0
898.48425,327.0,327.0
474.12445,327.0,327.0
522.13214,326.0,326.0
404.1178,326.0,326.0
477.2943,326.0,326.0
564.16516,325.0,325.0
640.1865,325.0,325.0
851.4315,325.0,325.0
794.3942,325.0,325.0
611.26294,325.0,325.0
644.1614,325.0,325.0
596.30365,324.0,324.0
621.27246,321.0,321.0
773.3902,321.0,321.0
730.3973,320.0,320.0
822.59283,319.0,319.0
442.26596,319.0,319.0
687.3493,319.0,319.0
623.32733,318.0,318.0
611.32294,318.0,318.0
623.22235,317.0,317.0
621.34247,317.0,317.0
608.19305,316.0,316.0
557.2555,316.0,316.0
501.14816,316.0,316.0
684.3945,315.0,315.0
827.4376,315.0,315.0
917.4733,315.0,315.0
526.292,315.0,315.0
579.23944,315.0,315.0
382.07382,315.0,315.0
936.44745,314.0,314.0
328.2114,314.0,314.0
643.2864,313.0,313.0
769.55536,313.0,313.0
353.31522,313.0,313.0
950.5768,312.0,312.0
792.5643,312.0,312.0
621.20746,312.0,312.0
554.15063,311.0,311.0
539.20636,311.0,311.0
759.49585,310.0,310.0
613.1978,310.0,310.0
811.3734,309.0,309.0
707.20337,309.0,309.0
801.62384,309.0,309.0
583.3843,309.0,309.0
629.54205,309.0,309.0
544.1311,309.0,309.0
584.3342,308.0,308.0
630.612,308.0,308.0
646.1763,308.0,308.0
600.30347,308.0,308.0
502.3331,308.0,308.0
345.0706,307.0,307.0
799.404,307.0,307.0
613.3128,307.0,307.0
681.3746,307.0,307.0
603.2933,307.0,307.0
601.1384,307.0,307.0
942.4872,307.0,307.0
936.62244,307.0,307.0
477.3643,306.0,306.0
408.0826,306.0,306.0
847.4667,306.0,306.0
595.2687,306.0,306.0
777.42,305.0,305.0
705.3884,304.0,304.0
381.06387,303.0,303.0
891.4546,303.0,303.0
579.26447,302.0,302.0
811.6634,302.0,302.0
806.3936,302.0,302.0
585.2842,302.0,302.0
777.625,302.0,302.0
611.1879,302.0,302.0
569.2849,301.0,301.0
440.10608,300.0,300.0
663.3604,300.0,300.0
839.3771,300.0,300.0
644.20135,299.0,299.0
665.1954,299.0,299.0
605.13824,298.0,298.0
485.11893,298.0,298.0
