,control_04,max
488.1038,298.0,298.0
625.24225,298.0,298.0
335.08606,298.0,298.0
553.2207,298.0,298.0
690.19916,297.0,297.0
558.3154,297.0,297.0
719.3528,297.0,297.0
396.32816,296.0,296.0
657.19574,296.0,296.0
821.5929,296.0,296.0
670.3451,296.0,296.0
551.5008,296.0,296.0
685.4044,295.0,295.0
517.2874,295.0,295.0
754.3961,295.0,295.0
677.30475,295.0,295.0
594.1787,294.0,294.0
535.15656,294.0,294.0
675.34485,294.0,294.0
652.59595,293.0,293.0
863.5359,293.0,293.0
475.1344,293.0,293.0
565.21014,292.0,292.0
771.3753,292.0,292.0
756.351,292.0,292.0
793.35425,292.0,292.0
863.4959,292.0,292.0
543.30115,291.0,291.0
421.12198,290.0,290.0
681.1896,290.0,290.0
648.19116,290.0,290.0
308.06235,290.0,290.0
628.3621,290.0,290.0
652.186,289.0,289.0
781.3548,289.0,289.0
576.30457,289.0,289.0
974.5806,288.0,288.0
625.2023,288.0,288.0
547.46594,288.0,288.0
445.08585,287.0,287.0
549.31085,287.0,287.0
581.13934,287.0,287.0
495.09845,287.0,287.0
916.4734,286.0,286.0
617.13763,286.0,286.0
434.12634,286.0,286.0
525.28204,286.0,286.0
813.6083,285.0,285.0
660.2906,285.0,285.0
740.3818,285.0,285.0
655.3308,285.0,285.0
335.96603,285.0,285.0
328.3064,285.0,285.0
548.1309,284.0,284.0
302.19763,284.0,284.0
833.55237,284.0,284.0
732.38214,284.0,284.0
369.06445,284.0,284.0
639.2566,283.0,283.0
568.27496,283.0,283.0
382.24384,283.0,283.0
567.265,283.0,283.0
638.3516,283.0,283.0
957.47144,283.0,283.0
656.33075,282.0,282.0
759.38086,281.0,281.0
951.5817,281.0,281.0
601.1634,281.0,281.0
495.32346,281.0,281.0
504.208,280.0,280.0
633.34686,280.0,280.0
762.4757,280.0,280.0
462.265,280.0,280.0
914.4585,279.0,279.0
473.3345,279.0,279.0
423.2469,279.0,279.0
778.43,279.0,279.0
689.1942,279.0,279.0
824.4028,278.0,278.0
623.5673,278.0,278.0
805.3937,278.0,278.0
538.1214,278.0,278.0
787.3745,278.0,278.0
551.1658,277.0,277.0
607.1881,277.0,277.0
726.36743,277.0,277.0
593.35376,276.0,276.0
746.6015,276.0,276.0
420.11203,276.0,276.0
488.1388,276.0,276.0
645.3363,276.0,276.0
659.3206,276.0,276.0
489.14874,276.0,276.0
540.1013,275.0,275.0
450.0606,275.0,275.0
845.41675,275.0,275.0
510.29773,275.0,275.0
589.30896,275.0,275.0
659.3856,275.0,275.0
786.36957,275.0,275.0
736.357,274.0,274.0
686.19934,274.0,274.0
609.168,274.0,274.0
355.15512,274.0,274.0
554.3256,273.0,273.0
985.4651,273.0,273.0
893.44946,273.0,273.0
647.2212,273.0,273.0
703.21356,273.0,273.0
538.15643,273.0,273.0
709.33826,272.0,272.0
566.31506,272.0,272.0
829.5125,272.0,272.0
477.11432,272.0,272.0
713.44806,272.0,272.0
537.18146,271.0,271.0
614.31775,271.0,271.0
405.06274,271.0,271.0
736.49194,271.0,271.0
338.07593,271.0,271.0
846.42175,270.0,270.0
772.44525,270.0,270.0
380.2289,270.0,270.0
435.2463,270.0,270.0
719.5328,270.0,270.0
595.5237,270.0,270.0
405.26773,269.0,269.0
303.1976,269.0,269.0
911.61365,269.0,269.0
335.20108,269.0,269.0
411.24744,268.0,268.0
691.3891,268.0,268.0
489.32373,268.0,268.0
871.43054,267.0,267.0
695.28394,267.0,267.0
627.1822,266.0,266.0
885.4499,266.0,266.0
788.4645,266.0,266.0
863.4259,266.0,266.0
641.19147,266.0,266.0
608.12805,266.0,266.0
526.157,266.0,266.0
570.28986,266.0,266.0
410.0975,265.0,265.0
386.34863,265.0,265.0
624.3323,264.0,264.0
303.08258,264.0,264.0
912.6236,264.0,264.0
568.24,264.0,264.0
651.601,264.0,264.0
571.2998,264.0,264.0
762.1857,264.0,264.0
775.3451,264.0,264.0
403.07782,263.0,263.0
570.1449,263.0,263.0
851.49646,263.0,263.0
522.15216,262.0,262.0
860.43604,262.0,262.0
749.44135,262.0,262.0
777.465,262.0,262.0
371.08936,262.0,262.0
875.43036,261.0,261.0
473.1545,261.0,261.0
319.05682,261.0,261.0
375.21417,260.0,260.0
557.3105,260.0,260.0
377.0641,260.0,260.0
927.4629,259.0,259.0
565.2451,259.0,259.0
370.3194,259.0,259.0
484.11398,259.0,259.0
397.3781,258.0,258.0
336.096,258.0,258.0
830.39746,258.0,258.0
360.27487,258.0,258.0
786.3946,258.0,258.0
744.41156,257.0,257.0
733.4171,257.0,257.0
568.13,257.0,257.0
359.19492,257.0,257.0
491.27362,257.0,257.0
379.32898,257.0,257.0
447.24573,256.0,256.0
887.55975,256.0,256.0
748.3864,256.0,256.0
909.4437,256.0,256.0
776.585,255.0,255.0
407.25262,255.0,255.0
332.24622,255.0,255.0
473.1195,255.0,255.0
586.3191,255.0,255.0
642.31146,255.0,255.0
436.11127,255.0,255.0
721.3627,254.0,254.0
361.20984,254.0,254.0
798.499,254.0,254.0
684.4594,254.0,254.0
809.3885,254.0,254.0
570.3199,253.0,253.0
808.37854,253.0,253.0
765.5256,253.0,253.0
412.2574,253.0,253.0
852.5764,253.0,253.0
327.07645,253.0,253.0
854.55634,253.0,253.0
699.34875,253.0,253.0
896.47437,252.0,252.0
405.23273,252.0,252.0
542.1162,252.0,252.0
585.30914,252.0,252.0
431.3765,252.0,252.0
671.35004,252.0,252.0
648.5762,252.0,252.0
529.1118,251.0,251.0
731.4922,251.0,251.0
565.1801,251.0,251.0
494.37347,251.0,251.0
666.3503,251.0,251.0
708.3583,250.0,250.0
732.6022,250.0,250.0
583.29926,250.0,250.0
779.43494,250.0,250.0
701.3336,250.0,250.0
790.3994,249.0,249.0
965.4761,249.0,249.0
404.25278,249.0,249.0
449.26065,249.0,249.0
433.0864,249.0,249.0
770.56036,249.0,249.0
732.34717,249.0,249.0
725.3925,248.0,248.0
898.4542,248.0,248.0
309.1073,248.0,248.0
864.68585,248.0,248.0
567.24,248.0,248.0
585.1692,247.0,247.0
550.29083,247.0,247.0
876.5453,247.0,247.0
608.3381,247.0,247.0
843.65186,247.0,247.0
744.34656,247.0,247.0
711.3832,246.0,246.0
692.3691,246.0,246.0
884.43494,245.0,245.0
743.4666,245.0,245.0
628.3321,245.0,245.0
518.3724,245.0,245.0
696.3589,244.0,244.0
628.1521,244.0,244.0
548.4709,244.0,244.0
593.3138,244.0,244.0
517.1124,244.0,244.0
415.27725,244.0,244.0
843.58685,243.0,243.0
641.31146,243.0,243.0
818.39307,243.0,243.0
760.3808,243.0,243.0
560.1304,243.0,243.0
832.4074,242.0,242.0
439.2811,242.0,242.0
791.40936,242.0,242.0
591.26385,241.0,241.0
821.38794,241.0,241.0
744.5816,241.0,241.0
555.26056,241.0,241.0
849.41656,240.0,240.0
822.3929,240.0,240.0
621.30743,240.0,240.0
523.3021,240.0,240.0
944.46204,240.0,240.0
805.49365,240.0,240.0
711.34814,240.0,240.0
621.4824,239.0,239.0
854.6513,239.0,239.0
356.22507,238.0,238.0
876.5053,238.0,238.0
716.1829,238.0,238.0
518.28735,238.0,238.0
966.476,238.0,238.0
577.17456,238.0,238.0
910.5137,238.0,238.0
831.40247,237.0,237.0
497.11835,237.0,237.0
714.403,237.0,237.0
525.15204,236.0,236.0
552.13574,236.0,236.0
872.5505,236.0,236.0
699.20874,236.0,236.0
946.54694,236.0,236.0
715.34796,235.0,235.0
502.29312,235.0,235.0
629.3771,235.0,235.0
561.3153,235.0,235.0
476.31934,235.0,235.0
776.55005,234.0,234.0
660.32556,234.0,234.0
505.33795,234.0,234.0
396.25815,234.0,234.0
670.1701,234.0,234.0
679.2097,234.0,234.0
608.56305,234.0,234.0
609.283,233.0,233.0
879.22015,233.0,233.0
829.3875,233.0,233.0
802.4238,233.0,233.0
550.12085,233.0,233.0
332.10123,233.0,233.0
900.49915,233.0,233.0
760.4958,233.0,233.0
729.3923,232.0,232.0
462.09003,232.0,232.0
424.36182,232.0,232.0
538.1864,232.0,232.0
432.08145,232.0,232.0
816.42316,232.0,232.0
457.12527,232.0,232.0
563.2952,232.0,232.0
840.502,232.0,232.0
790.3544,231.0,231.0
330.2263,231.0,231.0
807.3736,231.0,231.0
823.40283,231.0,231.0
618.37256,230.0,230.0
653.34094,230.0,230.0
857.5462,230.0,230.0
510.12775,230.0,230.0
864.50085,230.0,230.0
324.0266,230.0,230.0
949.50183,230.0,230.0
609.208,230.0,230.0
836.4072,229.0,229.0
872.4405,229.0,229.0
664.1854,229.0,229.0
328.0264,229.0,229.0
749.39136,228.0,228.0
609.133,228.0,228.0
530.11676,228.0,228.0
370.2444,228.0,228.0
589.274,228.0,228.0
417.33215,227.0,227.0
612.36786,227.0,227.0
371.11935,227.0,227.0
817.3881,227.0,227.0
888.5647,227.0,227.0
492.1336,227.0,227.0
667.39026,227.0,227.0
323.19662,226.0,226.0
629.3121,226.0,226.0
856.4462,226.0,226.0
556.30554,225.0,225.0
461.12006,225.0,225.0
675.28986,225.0,225.0
629.33704,225.0,225.0
318.93185,224.0,224.0
807.4336,224.0,224.0
566.35504,224.0,224.0
833.41736,224.0,224.0
521.1222,224.0,224.0
810.3884,224.0,224.0
581.3093,223.0,223.0
789.3444,223.0,223.0
437.12122,223.0,223.0
569.13995,223.0,223.0
677.3598,222.0,222.0
857.4212,222.0,222.0
604.32825,222.0,222.0
419.1071,222.0,222.0
347.0855,222.0,222.0
587.2991,221.0,221.0
710.4832,221.0,221.0
684.17944,221.0,221.0
802.2138,221.0,221.0
648.37616,221.0,221.0
885.4999,221.0,221.0
587.14905,220.0,220.0
580.3044,220.0,220.0
874.5304,220.0,220.0
798.39404,220.0,220.0
610.52295,220.0,220.0
838.4221,220.0,220.0
330.2813,220.0,220.0
934.60754,220.0,220.0
862.53094,220.0,220.0
447.31073,219.0,219.0
746.3665,219.0,219.0
930.4777,219.0,219.0
641.3415,219.0,219.0
523.0971,219.0,219.0
920.4682,219.0,219.0
437.37122,219.0,219.0
763.4107,219.0,219.0
539.1664,218.0,218.0
767.3705,218.0,218.0
640.33655,218.0,218.0
907.42883,218.0,218.0
714.198,218.0,218.0
535.13654,218.0,218.0
825.4227,218.0,218.0
904.42395,217.0,217.0
884.49994,217.0,217.0
630.547,217.0,217.0
761.5008,217.0,217.0
778.63495,217.0,217.0
573.13477,217.0,217.0
532.3067,217.0,217.0
639.3616,217.0,217.0
551.2908,217.0,217.0
524.1421,216.0,216.0
507.3029,216.0,216.0
447.14075,216.0,216.0
815.37823,216.0,216.0
564.1352,216.0,216.0
423.10187,215.0,215.0
929.4728,215.0,215.0
312.27716,215.0,215.0
308.9273,215.0,215.0
395.0732,215.0,215.0
848.4066,215.0,215.0
421.08698,215.0,215.0
617.20764,215.0,215.0
404.0828,215.0,215.0
906.4839,215.0,215.0
750.4013,214.0,214.0
797.38904,214.0,214.0
789.54443,214.0,214.0
822.47284,214.0,214.0
434.09634,214.0,214.0
669.34015,214.0,214.0
843.40186,213.0,213.0
770.42535,213.0,213.0
499.34824,213.0,213.0
781.6148,213.0,213.0
550.3158,213.0,213.0
422.2719,213.0,213.0
779.4699,212.0,212.0
847.6767,212.0,212.0
940.4722,212.0,212.0
496.1084,212.0,212.0
553.1057,212.0,212.0
631.222,212.0,212.0
397.2681,212.0,212.0
771.3453,212.0,212.0
811.5634,212.0,212.0
834.4223,212.0,212.0
714.338,211.0,211.0
694.509,211.0,211.0
408.33258,211.0,211.0
918.4833,211.0,211.0
459.32016,211.0,211.0
657.3707,211.0,211.0
603.3233,211.0,211.0
572.3298,211.0,211.0
786.5596,210.0,210.0
685.3344,210.0,210.0
961.4963,210.0,210.0
659.22565,210.0,210.0
744.3816,210.0,210.0
690.1642,210.0,210.0
757.41595,210.0,210.0
544.3361,209.0,209.0
912.4936,209.0,209.0
527.0919,209.0,209.0
932.59265,208.0,208.0
868.4607,208.0,208.0
892.46454,208.0,208.0
414.2673,208.0,208.0
706.5884,208.0,208.0
902.45404,208.0,208.0
579.12445,208.0,208.0
937.48737,207.0,207.0
573.3297,207.0,207.0
630.317,207.0,207.0
850.4215,207.0,207.0
353.06522,207.0,207.0
659.35065,207.0,207.0
447.10574,207.0,207.0
879.5651,207.0,207.0
817.4281,206.0,206.0
632.6269,206.0,206.0
890.44965,206.0,206.0
668.3252,206.0,206.0
738.3719,206.0,206.0
682.34454,206.0,206.0
415.11227,206.0,206.0
475.0694,206.0,206.0
837.4172,206.0,206.0
578.2895,206.0,206.0
557.2805,206.0,206.0
854.4213,206.0,206.0
651.361,205.0,205.0
786.2196,205.0,205.0
883.43,205.0,205.0
714.313,205.0,205.0
755.20605,204.0,204.0
594.14374,204.0,204.0
501.30316,204.0,204.0
805.2087,204.0,204.0
720.4077,204.0,204.0
925.44794,204.0,204.0
540.30133,204.0,204.0
514.12256,203.0,203.0
839.4371,203.0,203.0
609.348,203.0,203.0
355.2901,203.0,203.0
676.1848,203.0,203.0
763.1957,203.0,203.0
540.3613,202.0,202.0
704.1785,202.0,202.0
639.2166,202.0,202.0
666.3853,202.0,202.0
865.4508,201.0,201.0
657.4107,201.0,201.0
576.3396,201.0,201.0
633.39685,201.0,201.0
698.1938,201.0,201.0
672.36,201.0,201.0
764.35065,201.0,201.0
475.3494,201.0,201.0
799.459,201.0,201.0
900.43915,200.0,200.0
793.3892,200.0,200.0
859.4311,200.0,200.0
349.1054,200.0,200.0
953.4766,200.0,200.0
910.43365,200.0,200.0
945.477,200.0,200.0
803.4338,200.0,200.0
714.36804,200.0,200.0
687.2843,199.0,199.0
918.5783,199.0,199.0
819.403,199.0,199.0
559.1254,199.0,199.0
719.1728,199.0,199.0
798.459,199.0,199.0
653.6009,198.0,198.0
593.1388,198.0,198.0
615.32275,198.0,198.0
609.313,198.0,198.0
720.4627,198.0,198.0
735.567,198.0,198.0
835.43726,198.0,198.0
732.21216,197.0,197.0
712.3881,197.0,197.0
642.34644,197.0,197.0
555.1256,197.0,197.0
675.3199,197.0,197.0
775.4101,196.0,196.0
507.37286,196.0,196.0
503.34805,196.0,196.0
933.4726,196.0,196.0
883.55994,196.0,196.0
700.48865,195.0,195.0
829.4625,195.0,195.0
613.34283,195.0,195.0
305.2425,195.0,195.0
435.10132,195.0,195.0
331.09125,195.0,195.0
687.2143,195.0,195.0
903.464,195.0,195.0
553.1457,195.0,195.0
526.37195,195.0,195.0
521.1472,195.0,195.0
344.24564,194.0,194.0
481.28912,194.0,194.0
795.37415,194.0,194.0
403.11282,194.0,194.0
902.5591,194.0,194.0
735.347,194.0,194.0
675.41486,193.0,193.0
764.3806,193.0,193.0
419.07208,193.0,193.0
703.5335,193.0,193.0
745.41156,192.0,192.0
728.3823,192.0,192.0
307.1874,192.0,192.0
567.325,192.0,192.0
708.4633,192.0,192.0
422.34692,192.0,192.0
826.4477,191.0,191.0
861.481,191.0,191.0
696.51886,191.0,191.0
687.1793,191.0,191.0
459.14017,191.0,191.0
318.22687,191.0,191.0
921.47815,191.0,191.0
588.304,191.0,191.0
759.42584,191.0,191.0
679.3547,190.0,190.0
683.3545,190.0,190.0
644.49634,190.0,190.0
421.30197,190.0,190.0
552.37573,190.0,190.0
668.36523,190.0,190.0
488.3188,190.0,190.0
788.4145,190.0,190.0
862.42096,189.0,189.0
673.33997,189.0,189.0
702.1986,189.0,189.0
735.317,189.0,189.0
781.39484,189.0,189.0
486.12387,188.0,188.0
616.3327,188.0,188.0
667.32526,188.0,188.0
674.37494,188.0,188.0
924.588,188.0,188.0
867.6557,187.0,187.0
443.10593,186.0,186.0
647.3662,186.0,186.0
890.55963,186.0,186.0
868.59564,186.0,186.0
881.54504,186.0,186.0
777.53,185.0,185.0
533.32666,185.0,185.0
837.21216,185.0,185.0
406.0677,185.0,185.0
451.10056,184.0,184.0
799.50397,184.0,184.0
701.36865,184.0,184.0
734.61206,184.0,184.0
400.29297,184.0,184.0
408.2576,184.0,184.0
353.10022,184.0,184.0
783.5347,184.0,184.0
597.1686,184.0,184.0
695.3189,183.0,183.0
417.09216,183.0,183.0
618.3426,183.0,183.0
499.31824,183.0,183.0
843.4419,183.0,183.0
728.1824,183.0,183.0
581.53436,183.0,183.0
905.4289,183.0,183.0
912.52856,182.0,182.0
825.61774,182.0,182.0
493.35855,182.0,182.0
866.46576,182.0,182.0
427.27667,182.0,182.0
867.44073,182.0,182.0
732.4921,181.0,181.0
563.5352,181.0,181.0
367.11453,181.0,181.0
964.47614,181.0,181.0
488.27878,181.0,181.0
366.0696,181.0,181.0
598.4885,181.0,181.0
782.5298,181.0,181.0
590.34894,181.0,181.0
798.639,181.0,181.0
819.438,181.0,181.0
761.33075,181.0,181.0
637.3017,180.0,180.0
388.08856,180.0,180.0
827.5376,180.0,180.0
737.3369,180.0,180.0
561.1353,180.0,180.0
596.3436,180.0,180.0
789.3945,180.0,180.0
543.24115,179.0,179.0
397.0931,179.0,179.0
753.36115,179.0,179.0
869.42065,179.0,179.0
660.3606,179.0,179.0
464.3149,179.0,179.0
470.29465,179.0,179.0
875.53534,179.0,179.0
922.4831,178.0,178.0
808.4135,178.0,178.0
650.1711,178.0,178.0
765.3606,178.0,178.0
745.22156,178.0,178.0
325.06656,178.0,178.0
583.15424,178.0,178.0
331.20627,178.0,178.0
939.4623,177.0,177.0
494.0885,177.0,177.0
557.35547,177.0,177.0
682.1945,177.0,177.0
399.08304,177.0,177.0
758.4209,176.0,176.0
323.08664,176.0,176.0
515.0975,176.0,176.0
730.19727,176.0,176.0
478.37424,176.0,176.0
371.31934,176.0,176.0
850.45154,176.0,176.0
327.02145,175.0,175.0
688.35425,175.0,175.0
886.5098,175.0,175.0
818.43304,175.0,175.0
423.29187,175.0,175.0
787.66455,175.0,175.0
667.20526,175.0,175.0
613.2428,175.0,175.0
778.56494,175.0,175.0
466.32983,175.0,175.0
458.0952,174.0,174.0
391.1134,174.0,174.0
932.52765,174.0,174.0
729.2273,174.0,174.0
580.1294,174.0,174.0
763.3457,174.0,174.0
805.60864,173.0,173.0
788.3795,173.0,173.0
712.1831,173.0,173.0
952.6167,173.0,173.0
504.13303,173.0,173.0
716.38293,173.0,173.0
881.42004,173.0,173.0
855.5263,173.0,173.0
375.19415,173.0,173.0
512.32263,173.0,173.0
491.12863,172.0,172.0
357.10004,172.0,172.0
526.12195,172.0,172.0
902.58405,172.0,172.0
604.3583,172.0,172.0
688.18427,172.0,172.0
912.4486,172.0,172.0
689.5542,171.0,171.0
663.21545,171.0,171.0
895.4294,171.0,171.0
720.20776,171.0,171.0
385.30368,170.0,170.0
567.425,170.0,170.0
947.4969,170.0,170.0
603.1233,170.0,170.0
923.49805,170.0,170.0
303.2276,170.0,170.0
788.57446,170.0,170.0
913.69354,170.0,170.0
753.4012,170.0,170.0
610.143,169.0,169.0
848.4766,169.0,169.0
456.2853,169.0,169.0
617.33765,169.0,169.0
637.27167,168.0,168.0
478.11926,168.0,168.0
565.3151,168.0,168.0
387.31857,167.0,167.0
919.46326,167.0,167.0
754.5861,167.0,167.0
374.07422,167.0,167.0
571.32983,167.0,167.0
926.5179,167.0,167.0
597.2036,166.0,166.0
516.2825,166.0,166.0
438.27115,166.0,166.0
843.51184,166.0,166.0
761.3658,166.0,166.0
518.14734,166.0,166.0
854.45135,166.0,166.0
401.30292,165.0,165.0
877.55023,165.0,165.0
648.1562,164.0,164.0
873.41547,164.0,164.0
788.3395,164.0,164.0
903.564,164.0,164.0
523.1721,164.0,164.0
713.36804,164.0,164.0
668.18024,164.0,164.0
913.62854,163.0,163.0
710.3732,163.0,163.0
837.45215,163.0,163.0
976.5955,163.0,163.0
935.46246,163.0,163.0
792.4143,163.0,163.0
321.18173,163.0,163.0
587.499,163.0,163.0
747.37646,162.0,162.0
624.5023,162.0,162.0
770.19037,162.0,162.0
764.5206,161.0,161.0
961.6262,161.0,161.0
553.3807,161.0,161.0
591.49384,161.0,161.0
840.432,161.0,161.0
886.58984,161.0,161.0
511.1327,161.0,161.0
434.32635,161.0,161.0
837.6721,161.0,161.0
317.2119,161.0,161.0
785.44464,161.0,161.0
758.1909,161.0,161.0
682.3795,161.0,161.0
314.27707,161.0,161.0
320.2068,160.0,160.0
627.2922,160.0,160.0
421.34195,160.0,160.0
874.56537,160.0,160.0
343.0907,160.0,160.0
908.4988,160.0,160.0
775.2301,160.0,160.0
927.5179,160.0,160.0
650.58606,160.0,160.0
680.1796,160.0,160.0
426.27173,160.0,160.0
409.33752,160.0,160.0
502.11813,159.0,159.0
760.2058,159.0,159.0
595.3287,159.0,159.0
919.58325,159.0,159.0
867.4707,159.0,159.0
625.3422,159.0,159.0
858.5861,159.0,159.0
402.06787,159.0,159.0
433.2664,159.0,159.0
715.21295,159.0,159.0
432.11646,159.0,159.0
599.3785,158.0,158.0
935.6125,158.0,158.0
656.3608,158.0,158.0
496.3084,158.0,158.0
878.4202,158.0,158.0
715.173,158.0,158.0
717.5229,158.0,158.0
733.4721,158.0,158.0
747.42145,158.0,158.0
898.5643,158.0,158.0
691.2091,158.0,158.0
377.09906,157.0,157.0
800.4589,157.0,157.0
574.34467,157.0,157.0
786.4496,157.0,157.0
525.112,157.0,157.0
485.29892,156.0,156.0
707.38837,156.0,156.0
842.5069,156.0,156.0
541.28625,156.0,156.0
500.3082,156.0,156.0
371.21936,156.0,156.0
366.10458,156.0,156.0
648.4562,156.0,156.0
585.3442,155.0,155.0
876.4353,155.0,155.0
949.57184,155.0,155.0
549.1159,155.0,155.0
741.22174,155.0,155.0
747.60144,154.0,154.0
794.4392,154.0,154.0
760.6308,154.0,154.0
491.34363,154.0,154.0
697.18884,154.0,154.0
310.26227,154.0,154.0
865.41583,153.0,153.0
399.00302,153.0,153.0
685.3694,153.0,153.0
645.3713,153.0,153.0
816.1982,153.0,153.0
554.11566,153.0,153.0
302.9626,153.0,153.0
934.54755,153.0,153.0
551.1308,153.0,153.0
407.36264,152.0,152.0
648.62616,152.0,152.0
977.60046,152.0,152.0
881.50507,152.0,152.0
697.36884,152.0,152.0
545.32104,152.0,152.0
474.33945,152.0,152.0
838.6271,151.0,151.0
433.1214,151.0,151.0
858.4562,151.0,151.0
938.64233,151.0,151.0
651.216,151.0,151.0
931.4577,151.0,151.0
699.3837,151.0,151.0
881.4501,150.0,150.0
852.43646,150.0,150.0
315.05203,150.0,150.0
706.1934,150.0,150.0
589.344,150.0,150.0
943.4871,150.0,150.0
381.27386,149.0,149.0
461.26007,149.0,149.0
486.30386,149.0,149.0
387.0836,149.0,149.0
889.4497,149.0,149.0
734.1921,149.0,149.0
860.47107,149.0,149.0
711.65814,148.0,148.0
584.15924,148.0,148.0
793.21924,148.0,148.0
412.2924,148.0,148.0
740.42175,148.0,148.0
458.3102,148.0,148.0
601.3684,147.0,147.0
391.21838,147.0,147.0
641.1615,147.0,147.0
781.51483,147.0,147.0
337.10098,147.0,147.0
625.5872,147.0,147.0
430.26654,147.0,147.0
349.2504,147.0,147.0
964.5611,147.0,147.0
609.518,146.0,146.0
719.4278,146.0,146.0
820.40796,146.0,146.0
644.3613,146.0,146.0
554.3906,146.0,146.0
855.5613,146.0,146.0
668.4902,146.0,146.0
769.4204,146.0,146.0
859.4711,146.0,146.0
619.3875,146.0,146.0
670.3801,146.0,146.0
700.1837,146.0,146.0
354.10516,145.0,145.0
357.24002,145.0,145.0
761.5508,145.0,145.0
774.4401,145.0,145.0
959.4813,145.0,145.0
472.32452,145.0,145.0
891.5046,145.0,145.0
711.17816,145.0,145.0
663.39545,144.0,144.0
706.1634,144.0,144.0
767.3405,144.0,144.0
446.1308,144.0,144.0
475.3144,144.0,144.0
755.45105,144.0,144.0
595.19366,144.0,144.0
841.49695,143.0,143.0
728.5673,143.0,143.0
649.2011,142.0,142.0
339.08087,142.0,142.0
813.4783,142.0,142.0
886.4298,142.0,142.0
430.30154,142.0,142.0
693.189,142.0,142.0
779.19995,142.0,142.0
853.4564,142.0,142.0
709.3633,141.0,141.0
699.4837,141.0,141.0
537.48645,141.0,141.0
555.3406,141.0,141.0
672.525,141.0,141.0
660.5256,141.0,141.0
683.1745,141.0,141.0
811.2334,141.0,141.0
962.51117,141.0,141.0
660.1556,140.0,140.0
452.1055,140.0,140.0
605.3382,140.0,140.0
702.1636,140.0,140.0
611.2279,140.0,140.0
937.6274,140.0,140.0
677.2298,139.0,139.0
411.28244,139.0,139.0
618.5126,139.0,139.0
581.20935,139.0,139.0
508.3478,139.0,139.0
798.419,139.0,139.0
472.28455,139.0,139.0
741.3917,139.0,139.0
638.13666,138.0,138.0
651.181,138.0,138.0
745.58655,138.0,138.0
469.26468,138.0,138.0
805.4237,138.0,138.0
667.3552,138.0,138.0
444.11588,138.0,138.0
801.50385,138.0,138.0
969.4709,138.0,138.0
831.4724,138.0,138.0
773.4402,138.0,138.0
689.3592,137.0,137.0
833.21234,137.0,137.0
799.59393,137.0,137.0
727.4074,137.0,137.0
321.25174,137.0,137.0
327.26144,137.0,137.0
349.2104,137.0,137.0
666.1653,137.0,137.0
402.34286,137.0,137.0
848.5166,137.0,137.0
855.4063,137.0,137.0
368.2695,137.0,137.0
742.39667,136.0,136.0
553.4107,136.0,136.0
749.2164,136.0,136.0
675.3849,136.0,136.0
632.3519,136.0,136.0
579.32947,136.0,136.0
893.2345,136.0,136.0
776.2001,136.0,136.0
736.207,136.0,136.0
777.59,136.0,136.0
814.44824,136.0,136.0
728.51733,135.0,135.0
411.10245,135.0,135.0
687.31433,135.0,135.0
858.42114,135.0,135.0
800.4339,135.0,135.0
664.3704,135.0,135.0
633.4819,135.0,135.0
874.4604,135.0,135.0
379.07898,135.0,135.0
877.4152,135.0,135.0
820.378,135.0,135.0
541.14624,134.0,134.0
873.52045,134.0,134.0
809.6435,134.0,134.0
890.4946,134.0,134.0
591.1239,134.0,134.0
658.3757,134.0,134.0
715.40796,134.0,134.0
901.5091,134.0,134.0
866.51575,134.0,134.0
565.3451,134.0,134.0
311.08722,134.0,134.0
649.16614,134.0,134.0
684.35944,133.0,133.0
398.27808,133.0,133.0
605.2082,133.0,133.0
647.1862,133.0,133.0
515.3125,133.0,133.0
751.20123,133.0,133.0
696.63385,133.0,133.0
681.1596,133.0,133.0
599.0935,133.0,133.0
858.5261,133.0,133.0
595.1537,132.0,132.0
701.19366,132.0,132.0
487.35382,132.0,132.0
309.1823,132.0,132.0
721.5527,132.0,132.0
841.38696,131.0,131.0
474.30945,131.0,131.0
784.4347,131.0,131.0
901.4491,131.0,131.0
544.3111,131.0,131.0
668.3952,131.0,131.0
575.12463,131.0,131.0
337.21597,131.0,131.0
566.1501,131.0,131.0
444.28088,131.0,131.0
652.36597,131.0,131.0
874.4204,131.0,131.0
703.4135,131.0,131.0
720.17773,131.0,131.0
744.2116,130.0,130.0
389.2635,130.0,130.0
962.57117,130.0,130.0
920.5932,130.0,130.0
443.32092,130.0,130.0
542.3212,130.0,130.0
681.3396,130.0,130.0
657.1707,130.0,130.0
795.4042,129.0,129.0
448.31567,129.0,129.0
651.531,129.0,129.0
823.47284,129.0,129.0
356.30005,129.0,129.0
697.4738,129.0,129.0
813.2133,129.0,129.0
814.21826,129.0,129.0
318.08188,128.0,128.0
988.55994,128.0,128.0
896.53937,128.0,128.0
733.18713,128.0,128.0
733.2221,128.0,128.0
643.3564,128.0,128.0
901.5741,128.0,128.0
821.21796,128.0,128.0
403.3228,128.0,128.0
788.1995,127.0,127.0
377.23907,127.0,127.0
363.2697,127.0,127.0
391.3284,127.0,127.0
419.31207,127.0,127.0
396.11316,126.0,126.0
517.1474,126.0,126.0
483.334,126.0,126.0
834.6473,126.0,126.0
516.31244,126.0,126.0
937.4424,126.0,126.0
542.4862,126.0,126.0
523.3671,126.0,126.0
531.3767,126.0,126.0
315.08704,126.0,126.0
676.4498,126.0,126.0
