,UPEC_14
782.5657,0.13332148211977085
798.54,0.1327158703698367
770.5062,0.1266075799666915
824.5538,0.12573001442547252
808.57947,0.12403989728476046
723.49335,0.12183659758198992
760.58167,0.12080170807131883
754.5369,0.11824710270435371
780.5508,0.11656973986346134
826.56866,0.11581309009769614
739.46765,0.11568195622472555
804.5497,0.11365728296973307
796.525,0.113205685053512
732.553,0.11212038024179663
786.60046,0.11196510477952723
820.5239,0.11012353959854757
788.6154,0.10611700779448147
749.5072,0.10251039646102429
794.51013,0.10203694398176083
575.5001,0.10110599243169104
758.5668,0.09942220867996349
768.5863,0.09863773556401836
603.5338,0.09797103121178175
768.55133,0.09587417487197997
784.5256,0.0947753370123673
765.48145,0.09459849566506773
746.5673,0.09289321427572322
778.5359,0.092510912487648
810.5994,0.09095559795838637
751.5221,0.08903384883334146
846.5378,0.08890445949914547
752.55707,0.0879710511166549
857.75226,0.08796747814539461
855.73737,0.08744057529666927
767.49634,0.08709325859035663
745.47736,0.08687852920174606
806.5646,0.08649176398037495
695.45966,0.08633814881618301
744.5874,0.08630570862037686
830.5635,0.08542810992505859
711.4339,0.08506155383957352
774.601,0.08506049494620614
721.47845,0.08438079751926056
551.50116,0.08399612811234101
881.75116,0.08380862663606155
761.45166,0.08362240679507488
737.4527,0.08344777585583553
859.76715,0.08252315285713863
833.75336,0.07824755780930273
746.6023,0.07767036481593978
863.682,0.07682858588867886
812.5493,0.07648235563032835
763.46155,0.07645851646796517
832.5834,0.07432431762886303
848.5577,0.07289005877741242
747.49225,0.07282670322631747
883.77106,0.07266280528852131
573.48517,0.07074946184587107
816.5791,0.07047085842965124
810.5394,0.06962165802773618
879.73627,0.0674597328122804
772.61615,0.06725954050263486
718.5736,0.06676387322255822
504.34332,0.06582962681891856
818.50903,0.06566963894610162
853.7224,0.06566594904192086
845.6728,0.06539964803280057
829.7235,0.06518421951013789
719.45856,0.0643219483246964
871.7066,0.06357883249718882
730.538,0.06341487934366419
735.4328,0.06315801881784239
897.72546,0.06172672387640578
814.5592,0.06124686572895832
597.4841,0.060604711875177894
740.5526,0.06013862801951882
789.48035,0.059892261053326214
731.498,0.059220511713605824
796.585,0.05838462376190404
818.59406,0.057155201226007785
496.33868,0.05598129339298216
565.51556,0.05547066697637111
766.5714,0.05530608995974966
782.5057,0.0551298738546504
478.3295,0.054876055698442366
806.5096,0.054596390268748754
709.514,0.053678161004004084
874.7315,0.053510130538644396
313.272,0.053224973777387614
415.31738,0.05247722879870651
742.5675,0.05222062149332863
787.46545,0.05210366830282968
834.5383,0.050352196012521486
709.474,0.04969220164211785
750.5421,0.049511027316056895
756.4919,0.0494362211447851
547.4714,0.049327749172965285
896.7155,0.04910770183858204
725.4483,0.04902685290122755
621.483,0.04885812062276263
812.5193,0.048292570978733615
467.25,0.0478159623621926
827.7036,0.047558668252452335
802.5898,0.04728561937282136
740.5226,0.04722086863539282
589.5195,0.046128895321047414
522.3575,0.04563598795306935
399.3231,0.04410065353261922
718.5386,0.04387223926772221
720.5885,0.04386425263480012
840.57306,0.04296513534060979
524.36743,0.04255775738661467
397.3082,0.04212666075890809
534.292,0.04188181539713022
885.666,0.04135562141572911
852.5775,0.04106436396961248
828.4936,0.041063301252398016
790.5553,0.04094900626197183
753.482,0.04074055362760515
838.5581,0.04053243740196109
836.5432,0.040095225489678414
506.35825,0.04008777388093007
818.564,0.03972014068329553
854.5274,0.03959422694849009
737.50775,0.03958250839147478
830.5285,0.03953394130600159
518.3227,0.03922851714434893
800.61487,0.03913248040196536
707.4991,0.039013988268093186
419.2522,0.038971866049738374
365.27966,0.03887237798354129
445.27103,0.03885146775639961
459.2454,0.038792218451118424
379.294,0.03851840821776361
861.66705,0.03843883259865484
758.53674,0.03829644842884336
895.69055,0.037899627176293985
619.5281,0.037789363255795475
337.2759,0.03763138431669509
364.2747,0.037165622978102913
828.5536,0.036801712539391684
842.58795,0.03614454826010912
796.63007,0.03607392524133127
793.5002,0.035824054196787455
727.5182,0.03553176153687393
537.4868,0.035239388753240924
701.50934,0.03523812978741086
843.6579,0.03493876077187397
730.57306,0.03478193612763955
562.3257,0.034689593926855285
856.5423,0.03467491869236053
820.60394,0.03456769148579631
832.5234,0.03431006044072696
852.5125,0.03410714382530475
546.35144,0.033871916137801814
850.49756,0.03368143846994447
351.2653,0.03359976251576481
728.5181,0.03313867096106684
854.5624,0.032763622191412635
756.5519,0.0326539605486798
487.2791,0.03239697656451528
880.5462,0.03227819683629156
794.5701,0.03222363289928524
724.5283,0.03218330447103983
804.6097,0.031902675941231196
500.3135,0.031813444092872595
735.4928,0.0318034475729069
769.47626,0.031604226978631376
550.35626,0.031217099023789496
712.67883,0.03095718912485676
902.7652,0.0309054737381652
617.5132,0.030789182736542665
868.5268,0.030146174851347587
591.4944,0.02996546503215874
844.5229,0.029878642151489294
463.22018,0.029584969691190392
593.5093,0.029457207767264453
560.3108,0.02944324784504887
649.5167,0.0293884168869967
766.5414,0.028966400796334748
858.5622,0.028378465564580804
751.4621,0.028348448116795814
776.55597,0.028128089738592908
447.28592,0.02786928832558701
778.4759,0.027489338578798372
421.2721,0.027157765130112956
311.26712,0.026693489185173398
549.35626,0.02664958714758299
864.56696,0.026643038504906937
878.5263,0.02657088611101143
735.53284,0.026551132894615567
785.45056,0.026219004649128907
775.461,0.02585026427143619
733.5179,0.025478929488178547
872.48157,0.025471222953905845
882.56116,0.02543000422435803
860.5421,0.024956191037346587
802.63477,0.024904128660516132
911.6798,0.024341525533931985
587.4996,0.024214747013475313
862.55707,0.024192459283098003
551.3712,0.023862302084779824
866.58185,0.023861949354517978
788.5504,0.023703509741341288
744.49243,0.023574183022879686
886.59595,0.023337988969709837
615.4933,0.023229076210784648
683.5002,0.023168003700901378
870.5367,0.023137770833773764
475.21967,0.022991562095626014
485.2642,0.022820675531378346
912.68976,0.022621243633632264
804.4947,0.022617306040174576
758.5118,0.02254079311430173
702.5443,0.022485590874595094
797.58997,0.022216374711637593
361.27484,0.02203802708186344
729.4781,0.021919766940862048
466.33005,0.021299936599200275
856.5073,0.021245685278931375
341.30576,0.021127190628219168
764.5215,0.02110397264626618
517.32776,0.020768217208707324
706.5391,0.020455877956270147
510.35806,0.019794754662982892
633.4874,0.019774976648414024
548.31134,0.019743603499385545
811.46436,0.019046270861756635
620.39307,0.018770942355682517
774.57104,0.018640133896110418
521.3975,0.018604633222441883
836.6132,0.018537579497774268
538.5218,0.01820542821905929
697.47455,0.01813034746525742
319.26175,0.017885378564906983
482.32434,0.017875842060160765
635.5024,0.01785564217468345
676.4555,0.0175053798135573
650.4367,0.016937024270607486
856.58234,0.01684675301067961
589.47943,0.01643793195789609
874.5715,0.01636064633980518
792.56525,0.01623494666783463
393.29837,0.016174607095083126
809.44946,0.015958595998576748
614.3483,0.01586905820084448
503.2534,0.01559582335910026
627.4677,0.01520666480084314
607.4686,0.014758758400980483
634.4074,0.014604420570425946
858.5922,0.014486196773283732
872.5566,0.014462266164904971
646.41187,0.014378522657458873
643.527,0.014330825560049477
584.3047,0.014266194050362491
713.4488,0.014111032007058596
641.5121,0.014000771331394827
661.5212,0.013856507203892766
630.3776,0.013823083197080425
813.47925,0.01380058328112372
769.5613,0.013709770527555983
542.3216,0.013573516637942516
485.1992,0.013515969067417206
616.3582,0.013344836184240805
519.3826,0.013191863804398218
858.5272,0.013157996310076305
371.31937,0.013038223467933673
599.32404,0.012807089169315855
738.5127,0.012469881451078985
660.4212,0.012328115274045624
801.6848,0.011985235832061734
740.7076,0.011949415634596108
645.54193,0.011740682249349993
387.32364,0.01148965275785459
387.24365,0.011153694559435951
874.4915,0.010643781040029662
497.27866,0.010559402054610085
896.48047,0.0103992806798146
876.5864,0.01033772617984458
531.4071,0.010292869204027947
590.3494,0.010271588228917754
799.6699,0.010165292431708238
701.40936,0.010096003540495535
