m/z,UPEC_13,UPEC_15,UPEC_14,UPEC_12,mean
724.5283,0.0206986767855926,0.0351203834304394,0.0321833044710398,0.0661186969372648,0.038530265406084147
617.5132,0.0218801758127711,0.0350167692192279,0.0307891827365426,0.0662770780687077,0.03849080145931233
728.5181,0.0199343357289418,0.0275629573973837,0.0331386709610668,0.0731026674600392,0.038434657886857876
852.5775,0.0219346638373349,0.0313679798528143,0.0410643639696124,0.0593716162723172,0.0384346559830197
725.4483,0.0235535420320413,0.0300471654086595,0.0490268529012275,0.0504875972005178,0.03827878938561152
445.27103,0.0246075613565374,0.0336506791407762,0.0388514677563996,0.0557111643630671,0.03820521815419507
409.26764,0.0089915539891001,0.0531855080373701,0.0094132246865983,0.0810107039165763,0.0381502476574112
818.564,0.0276134122164722,0.029554797089665,0.0397201406832955,0.0545578422830485,0.037861548068120296
506.35825,0.0248542933502883,0.0305938258394564,0.04008777388093,0.0557852890893812,0.03783029554001398
701.40936,0.0042936955866733,0.0335275152420935,0.0100960035404955,0.1031683483673262,0.03777139068414713
838.5581,0.0226459165981671,0.0246307594551265,0.040532437401961,0.0631589391083138,0.0377420131408921
475.21967,0.0270099307021255,0.0331528698129536,0.022991562095626,0.0674414529330499,0.03764895388593875
836.5432,0.0186874808544772,0.0286425952440776,0.0400952254896784,0.0631650210909472,0.037647580669795094
802.5898,0.0233464124614168,0.0227407400229541,0.0472856193728213,0.0571969276121278,0.03764242486733
467.25,0.0209186560282881,0.0278198016139826,0.0478159623621926,0.053758303110289,0.037578180778688075
697.47455,0.0111688767354006,0.0383666877932713,0.0181303474652574,0.0820820073842196,0.03743697984453723
766.5414,0.0229404486467277,0.031167418058065,0.0289664007963347,0.066345265012075,0.0373548831283006
874.7315,0.0296297991070285,0.0269578161596443,0.0535101305386443,0.0392048486076632,0.037325648603245075
772.5211,-0.0005875212462293,0.041747980196955,0.0082667291238628,0.0998482622161316,0.03731886257268002
565.51556,0.0272918685055586,0.0300539231080311,0.0554706669763711,0.0352874443514725,0.037025975735358325
861.66705,0.0196366110828441,0.0242363240870912,0.0384388325986548,0.0650253077161318,0.03683426887118048
800.61487,0.0280367536094462,0.0299871221830373,0.0391324804019653,0.0496482792662947,0.03670115886518587
820.60394,0.0300079087399698,0.0232261789315039,0.0345676914857963,0.0578499201137198,0.03641292481774745
709.474,0.0246935110803985,0.0291416314915999,0.0496922016421178,0.0415137742502144,0.03626027961608265
619.5281,0.0191231686962881,0.033221536505894,0.0377893632557954,0.0540411295849931,0.03604379951074265
792.56525,0.0095633278714919,0.0348057663286082,0.0162349466678346,0.0833726438026596,0.035994171167648574
718.5386,0.0204359860931565,0.0291637078248159,0.0438722392677222,0.0504167725401791,0.035972176431468425
769.47626,0.0182670692267071,0.0336322431353608,0.0316042269786313,0.0599662264070961,0.035867441436948824
341.30576,-0.0025385106759468,0.0469692412766404,0.0211271906282191,0.0776316519308105,0.0357973932899308
547.4714,0.0254229486153628,0.0325647174195026,0.0493277491729652,0.0358354956061636,0.03578772770349855
621.483,0.0220893806199351,0.0291985830408344,0.0488581206227626,0.0429620252131446,0.03577702737416918
744.49243,0.0108025854656361,0.0287710811967734,0.0235741830228796,0.0787936186091989,0.035485367073622
713.4488,0.0043205066541652,0.0419838221662678,0.0141110320070585,0.0814892202672203,0.035476145273677956
854.5274,0.0211431856189366,0.0197925454785513,0.03959422694849,0.060890459738797,0.035355104446193726
885.666,0.0224357234768822,0.0236242963138959,0.0413556214157291,0.0536994969338897,0.03527878453509922
730.57306,0.0297865573738604,0.0263374484808759,0.0347819361276395,0.049851484643149,0.035189356656381204
421.2721,0.0147921174983223,0.0397878190517808,0.0271577651301129,0.0581293912059428,0.034966773221539696
519.3826,0.0077346277586378,0.0536377848221038,0.0131918638043982,0.0652502351423866,0.0349536278818816
832.5234,0.0222550474285116,0.0241692267608945,0.0343100604407269,0.058812554771188,0.03488672235033025
835.66327,0.0140681228528801,0.0351716887404316,-0.0042042544669662,0.0939690506156975,0.03475115193551075
896.7155,0.030659922719461,0.0236370403662727,0.049107701838582,0.0355384331421749,0.03473577451662265
311.26712,0.0172262130827383,0.037069670264269,0.0266934891851733,0.0573084958308523,0.034574467090758225
851.6375,0.0054870341892137,0.0389937653940065,-0.0077973011860074,0.1011751730290658,0.03446466785656965
737.50775,0.027564478512986,0.0269948531582312,0.0395825083914747,0.0436321359470114,0.03444349400242583
852.5125,0.0156548567264949,0.0192676228876423,0.0341071438253047,0.0662611924246926,0.033822703966033624
804.4947,0.0220717212735853,0.0264288520576662,0.0226173060401745,0.0635458326690388,0.0336659280101162
854.5624,0.0174108473374674,0.0277063585015257,0.0327636221914126,0.0564721652447702,0.03358824831879398
500.3135,0.0218625995984242,0.0277462596472225,0.0318134440928725,0.0526635396908136,0.0335214607573332
774.57104,0.0196718257383775,0.0265128182231884,0.0186401338961104,0.0688579075684741,0.0334206713565376
858.5622,0.0188521163189555,0.0224824232423946,0.0283784655645808,0.0636018625549401,0.03332871692021775
843.6579,0.0256086976127606,0.0259201836067824,0.0349387607718739,0.0468137544331371,0.0333203491061385
397.3082,0.0161855184512337,0.0337189344665196,0.042126660758908,0.0410656789465888,0.03327419815581253
793.5002,0.0198731314454156,0.0256733437182174,0.0358240541967874,0.0514143829403491,0.033196228075192374
842.58795,0.017245392548589,0.021537715310776,0.0361445482601091,0.0577234467944384,0.03316277572847813
872.48157,0.017870590075414,0.0242427988494329,0.0254712229539058,0.0646181039005436,0.03305067894482407
589.5195,0.0283601242344514,0.0266296251032027,0.0461288953210474,0.0308157244117232,0.03298359226760618
769.5613,0.0013668002571844,0.0388621650234176,0.0137097705275559,0.0779617530912329,0.0329751222248477
538.5218,0.0241118078849348,0.0343533782664395,0.0182054282190592,0.0550708316773557,0.0329353615119473
463.22018,0.0190724728097834,0.0285983917854528,0.0295849696911903,0.0536746697514738,0.032732626009475074
591.4944,0.0179441271724452,0.026988010157868,0.0299654650321587,0.0541654000467228,0.03226575060229868
734.5679,-0.0044382043755466,0.0412393242634852,0.0038318249022273,0.0877959629326881,0.032107226930713495
758.5118,0.0133558905340637,0.0296175098714496,0.0225407931143017,0.0626482384296128,0.032040607987356945
776.55597,0.0198862513533616,0.0293213772045541,0.0281280897385929,0.0507500906342716,0.03202145223269505
849.6226,0.008808890710323,0.0346342794530716,-0.0024711986969618,0.0863541635931044,0.0318315337648843
827.7036,0.0257322056729262,0.0242114488730569,0.0475586682524523,0.0295151316273087,0.03175436360643603
447.28592,0.0130688328076779,0.0347749131353471,0.027869288325587,0.0489039304696118,0.031154241184555953
868.5268,0.0157298226379954,0.0205724215612491,0.0301461748513475,0.0578276020795699,0.031069005282540474
503.2534,0.0196148242366367,0.0291173351076126,0.0155958233591002,0.0599367966933401,0.031066194849172397
649.5167,0.0157364911934389,0.0294846245635896,0.0293884168869967,0.0489053612176367,0.030878723465415474
550.35626,0.0098849141832765,0.0319913651227001,0.0312170990237894,0.0499291830308824,0.0307556403401621
880.5462,0.0150142572181224,0.0228333471530928,0.0322781968362915,0.0526052142315406,0.030682753859761824
870.5367,0.0153661343381352,0.0210980369494651,0.0231377708337737,0.063043426780746,0.03066134222553
701.50934,0.016177899914376,0.0281459975689013,0.0352381297874108,0.0429572527923961,0.030629820015771053
401.338,0.0045279489119774,0.0506976227962518,0.0084196411361545,0.0588023883893358,0.030611900308429873
778.4759,0.0164717524242933,0.0230565231456762,0.0274893385787983,0.0547604673106811,0.030444520364862226
633.4874,0.0168912689318292,0.0256339735077163,0.019774976648414,0.0579546640606805,0.03006372078716
361.27484,0.0111244785681265,0.0340486518269053,0.0220380270818634,0.0529787683205396,0.030047481449358704
542.3216,0.0232892100945598,0.0286582639251569,0.0135735166379425,0.0543728354035586,0.029973456515304447
836.6132,0.0086068261746246,0.0327144692945533,0.0185375794977742,0.0598096714460049,0.029917136603239247
735.4928,0.024071401452159,0.024255111827495,0.0318034475729069,0.039449539662264,0.029894875128706224
379.294,0.0090452494558568,0.0291295947918922,0.0385184082177636,0.0427839769647621,0.029869307357568674
833.6484,0.0137261469972237,0.0307412455080734,-0.0020450246103075,0.0770489837166168,0.0298678379029016
813.68427,0.0035335628040204,0.0332078149454287,-0.0034587743218238,0.0849522974235477,0.029558725212793253
485.2642,0.0212505248181136,0.0222750232303101,0.0228206755313783,0.0516162125277914,0.02949060902689835
864.56696,0.0157612957957181,0.0201390939081531,0.0266430385049069,0.054611654216813,0.029288770606397778
788.5504,0.0127780494696999,0.0192524086665781,0.0237035097413412,0.0613920208064184,0.0292814971710094
365.27966,0.0156479005673751,0.0256703927029684,0.0388723779835412,0.0365813547277847,0.029193006495417353
615.4933,0.0136983563290626,0.0306806934888792,0.0232290762107846,0.0485642078879037,0.029043083479157523
856.5073,0.0172785709250645,0.021796094558836,0.0212456852789313,0.0549457767580045,0.02881653188020907
860.5421,0.0175170935714265,0.0249145562839016,0.0249561910373465,0.0471733903315517,0.028640307806056576
751.4621,0.0171967896592674,0.0259219970405074,0.0283484481167958,0.0430636261243061,0.028632715235219177
482.32434,0.0193210811285521,0.0238861312122938,0.0178758420601607,0.0527615436669327,0.028461149516984825
537.4868,0.0209987132020619,0.0250856888235662,0.0352393887532409,0.0320385131735366,0.0283405759881014
804.6097,0.0141465812283095,0.0171938665116594,0.0319026759412311,0.048895227301297,0.02803458774562425
702.5443,0.0217048224099011,0.0212314133354897,0.022485590874595,0.0464693536359949,0.027972795063995175
866.58185,0.0191603327891045,0.0177906806945108,0.0238619493545179,0.05013774936686,0.0277376780512483
872.5566,0.0043494830104298,0.0278296296681884,0.0144622661649049,0.0639052134199359,0.027636648065864747
548.31134,0.0206340144672354,0.0230812387827897,0.0197436034993855,0.0470741811809226,0.0276332594825833
882.56116,0.0160549943951269,0.0179962462742969,0.025430004224358,0.0506285985485765,0.027527460860589575
895.69055,0.0186586895537668,0.0190561492998778,0.0378996271762939,0.033892954907084,0.027376855234255627
802.63477,0.0175697641294901,0.0246847182580635,0.0249041286605161,0.0416117423444129,0.027192588348120647
797.58997,0.0038062209621914,0.0283823385681471,0.0222163747116375,0.0541857881232478,0.02714768059130595
862.55707,0.0122683048738661,0.0213803350763365,0.024192459283098,0.0501859072590446,0.0270067516230863
706.5391,0.0066126896470787,0.0213090892099837,0.0204558779562701,0.058949660297736,0.026831829277767127
549.35626,0.0143898413573108,0.0298308331479898,0.0266495871475829,0.0364559034432246,0.026831541274027024
764.5215,0.0175944962702334,0.0211465500403266,0.0211039726462661,0.0461149698406367,0.0264899971993657
811.46436,0.0099936110277638,0.0249881667751669,0.0190462708617566,0.050610454715891,0.026159625845144575
510.35806,0.0179054945439071,0.022920433191832,0.0197947546629828,0.0435548768416848,0.026043889810101674
775.461,0.0131621709199127,0.0225813390352269,0.0258502642714361,0.0413067867207627,0.0257251402368346
813.47925,0.0049114316323481,0.0330074539679144,0.0138005832811237,0.0508408378297376,0.025640076677780947
878.5263,0.0075751995074902,0.0203076138214863,0.0265708861110114,0.0479710592018661,0.025606189660463498
825.6237,0.0002794162643775,0.0297547585329073,0.0030022167218104,0.0688539075716121,0.025472574772676823
858.5922,0.0089954989545002,0.023935403145009,0.0144861967732837,0.0529148272154315,0.025082981522056097
856.58234,0.0033847082492146,0.0264401903733835,0.0168467530106796,0.0535144862954212,0.025046534482174726
874.5715,0.0026646827255196,0.0258841224077887,0.0163606463398051,0.055160143710458,0.025017398795892848
551.3712,0.0089694286397254,0.0305630361157753,0.0238623020847798,0.0360152114633065,0.02485249457589675
635.5024,0.0149235994801745,0.0202823754537371,0.0178556421746834,0.0455880148510903,0.024662407989921323
364.2747,0.0133175017933446,0.0201717273033469,0.0371656229781029,0.0271208323278058,0.02444392110065005
593.5093,0.0128310309269607,0.0243412996910348,0.0294572077672644,0.0306148925613552,0.024311107736653775
650.4367,0.0101734934970313,0.0248502420776077,0.0169370242706074,0.0452817597114138,0.02431062988916505
661.5212,0.0124039238729217,0.0200401743631258,0.0138565072038927,0.0505730749061653,0.024218420086526374
646.41187,0.0116548337493858,0.0306140774377924,0.0143785226574588,0.0394071986017472,0.02401365811159605
643.527,-0.0001551543042692,0.0294039493517166,0.0143308255600494,0.0517161693960628,0.023823947500889897
591.3594,0.0064623182903862,0.0312374255861276,0.0068582290936582,0.0503256824822763,0.023720913863112075
809.44946,0.0072295708577846,0.0240624559135714,0.0159585959985767,0.0475851025545427,0.02370893133111885
466.33005,0.0092039441140739,0.0235889781424951,0.0212999365992002,0.0405343423480312,0.0236568003009501
902.7652,0.0238048151841379,0.0208885064275173,0.0309054737381652,0.0189371333991813,0.02363398218725042
630.6176,0.0029939371672762,0.0369547921203169,-0.0039712187404336,0.0561739987473078,0.023037877323616826
351.2653,0.0089304251097806,0.0200473513795608,0.0335997625157648,0.0291475442101271,0.022931270803808322
676.4555,0.0107898474991497,0.0237975391514945,0.0175053798135573,0.0395413450910189,0.0229085278888051
729.4781,0.0091444474041742,0.0206863201148599,0.021919766940862,0.039805089204313,0.022888905916052277
738.5127,0.0104523876513147,0.0250634935820051,0.0124698814510789,0.0434296226014941,0.0228538463214732
630.3776,0.0085617253121416,0.028391317266912,0.0138230831970804,0.0404965682001061,0.022818173494060026
811.66437,0.0055014954827324,0.0249447017656517,2.494988261430237e-05,0.0605309233103557,0.022750517610338528
319.26175,0.0159855148025234,0.0230418541008282,0.0178853785649069,0.0337560827517255,0.022667207554996002
607.4686,0.0064511415052259,0.020534202508182,0.0147587584009804,0.048318343605118,0.022515611504876576
912.68976,0.0127329739873392,0.0178788648058305,0.0226212436336322,0.0349176854648571,0.02203769197291475
858.5272,0.0085563680093562,0.0180278292251981,0.0131579963100763,0.0480837390989847,0.021956483160903824
641.5121,0.0035471021827503,0.0261091549153841,0.0140007713313948,0.0437645352405038,0.021855390917508252
614.3483,0.0149998631111793,0.0214119439970182,0.0158690582008444,0.0344584382118654,0.021684825880226827
645.54193,0.001644417180946,0.0251230195700791,0.0117406822493499,0.047831050164631,0.0215847922912515
874.4915,0.0086358004084887,0.0205954310838015,0.0106437810400296,0.0461361410102232,0.02150278838563575
485.1992,0.0105979520375876,0.0243050097626853,0.0135159690674172,0.0369367652755061,0.02133892403579905
495.26373,0.0001735079372606,0.0265006811126506,0.0083516336486495,0.0499795391004239,0.02125134044974615
876.5864,-0.0006046669686957,0.0269066532888716,0.0103377261798445,0.0483544480797454,0.02124854014494145
798.45996,0.0113137258147026,0.0244478656775678,0.0087026897085855,0.0404117548622137,0.0212190090157674
616.3582,0.0116508487055252,0.0223990962111709,0.0133448361842408,0.0371598823590642,0.021138665865000274
