,x,y,class,0,1
2146,70,19,3,0.03196118,0.28127983
2147,73,19,3,0.30969825,0.43041152
2148,77,19,3,0.060328625,0.3054219
2149,79,19,3,0.086757265,0.26372758
2150,81,19,3,0.11518796,0.30793536
2151,82,19,3,0.02546341,0.2838805
2152,83,19,3,0.0784357,0.36334497
2153,84,19,1,0.7365564,0.6046952
2154,85,19,3,0.088809334,0.32348266
2155,86,19,3,0.014932055,0.28161988
2156,87,19,3,0.24981172,0.4362661
2157,88,19,3,0.18951975,0.70238006
2158,89,19,3,0.15074798,0.6394347
2159,90,19,3,0.37462693,0.42539617
2160,91,19,3,0.2179129,0.45521078
2161,92,19,3,0.1518033,0.58923614
2162,93,19,3,0.077155,0.2822671
2163,94,19,3,0.050739095,0.32652172
2164,95,19,3,0.020014111,0.24539185
2165,96,19,3,0.028049104,0.25122654
2166,97,19,3,0.18793766,0.42015293
2167,98,19,3,0.2815352,0.41073287
2168,99,19,3,0.019908708,0.2614584
2169,100,19,3,0.16631486,0.64521503
2170,101,19,3,0.21366319,0.7072157
2171,102,19,3,0.07200659,0.5044806
2172,103,19,3,0.0727437,0.5350807
2173,104,19,3,0.057005677,0.4250524
2174,105,19,3,0.21872936,0.6718196
2175,106,19,3,0.10339455,0.58569914
2176,107,19,3,0.11691274,0.31863165
2177,108,19,3,0.11825976,0.6019067
2178,109,19,3,0.13344592,0.60832167
2179,110,19,3,0.032325312,0.3292771
2180,111,19,3,0.14803874,0.54273707
2181,112,19,3,0.023087757,0.37959263
2182,113,19,3,0.14243832,0.60815465
2183,114,19,3,0.027074926,0.4167596
2184,115,19,3,0.023871532,0.40117443
2185,116,19,3,0.11377782,0.5190987
2186,117,19,3,0.09527914,0.49773663
2187,118,19,3,0.13845617,0.5317215
2188,119,19,3,0.092643335,0.54381853
2189,120,19,3,0.15055212,0.62429965
2190,121,19,3,0.4501647,0.53728527
2191,122,19,3,0.12062353,0.51868945
2192,123,19,3,0.066763006,0.47842026
2193,124,19,3,0.014797887,0.28177834
2194,125,19,3,0.020020645,0.2904768
2195,126,19,3,0.021589333,0.30819958
2196,127,19,3,0.015664354,0.2790463
2197,0,20,3,0.11330412,0.40277243
2198,1,20,3,0.25422224,0.42754176
2199,2,20,3,0.25261065,0.52164865
2200,3,20,3,0.1346142,0.36704054
2201,4,20,3,0.104696676,0.36024985
2202,5,20,3,0.31467605,0.4557425
2203,6,20,3,0.34986869,0.5219659
2204,7,20,3,0.30476156,0.44083387
2205,8,20,3,0.23810226,0.38264793
2206,9,20,3,0.28633845,0.426479
2207,12,20,3,0.34215018,0.46679005
2208,13,20,3,0.36779624,0.419143
2209,14,20,3,0.3323592,0.59737206
2210,15,20,3,0.3967488,0.6046227
2211,16,20,3,0.2323749,0.4145386
2212,17,20,3,0.34593916,0.54677916
2213,18,20,3,0.25474116,0.44993868
2214,19,20,3,0.22350195,0.3998115
2215,20,20,3,0.3009292,0.58943546
2216,21,20,3,0.36711684,0.6216151
2217,22,20,3,0.30019048,0.5139519
2218,23,20,2,0.43909645,0.6679211
2219,24,20,3,0.42895043,0.5877835
2220,25,20,2,0.41527483,0.63389236
2221,26,20,3,0.34912112,0.58191687
2222,27,20,2,0.43187892,0.6308874
2223,28,20,3,0.2468791,0.48512927
2224,29,20,2,0.41277498,0.65688264
2225,30,20,3,0.3610055,0.41381502
2226,31,20,2,0.4267991,0.631621
2227,32,20,2,0.4507632,0.67026985
2228,33,20,3,0.12989675,0.52971476
2229,34,20,3,0.3333916,0.61415195
2230,35,20,3,0.41754198,0.56769377
2231,36,20,3,0.3034287,0.55287373
2232,37,20,3,0.3796127,0.56759465
2233,38,20,3,0.337308,0.5715044
2234,39,20,3,0.089125335,0.3261447
2235,40,20,3,0.4038413,0.62946534
2236,41,20,3,0.3826055,0.5966022
2237,42,20,2,0.44636482,0.6735609
2238,44,20,3,0.29764268,0.58784413
2239,45,20,3,0.38554904,0.59552485
2240,46,20,3,0.3623436,0.58237976
2241,47,20,3,0.05600987,0.29394597
2242,48,20,3,0.3586568,0.41415626
2243,49,20,2,0.4250763,0.63647085
2244,50,20,2,0.3882378,0.65454733
2245,51,20,3,0.33057514,0.5222811
2246,52,20,3,0.3325752,0.57760733
2247,53,20,3,0.35670093,0.621433
2248,54,20,3,0.24516036,0.47351247
2249,55,20,3,0.3055734,0.5552961
2250,56,20,3,0.07226875,0.31119952
2251,57,20,3,0.05940084,0.2627148
2252,58,20,3,0.16410911,0.33066264
2253,59,20,3,0.31165224,0.46052113
2254,60,20,3,0.19296525,0.45266303
2255,61,20,3,0.20372288,0.42208895
2256,62,20,3,0.06234616,0.44529808
2257,63,20,3,0.30592734,0.59962726
2258,64,20,3,0.39288914,0.6061121
2259,65,20,3,0.1341227,0.34418336
2260,74,20,3,0.20785524,0.48048407
2261,76,20,3,0.11349593,0.35538793
2262,77,20,3,0.2778162,0.37957123
2263,81,20,3,0.051394083,0.24234079
2264,82,20,3,0.21965623,0.32441986
2265,84,20,3,0.07698003,0.35227534
2266,85,20,3,0.21820235,0.36708483
2267,86,20,3,0.3612295,0.6122608
2268,87,20,3,0.3316106,0.59230715
2269,88,20,3,0.22625482,0.45862344
2270,89,20,3,0.16083543,0.63583064
2271,90,20,3,0.1931413,0.5825204
2272,91,20,3,0.3191364,0.52933484
2273,92,20,3,0.313541,0.5452434
2274,94,20,3,0.03942814,0.2708326
2275,95,20,3,0.1444886,0.3374546
2276,96,20,3,0.10849147,0.45316997
2277,97,20,3,0.29757133,0.61175495
2278,98,20,3,0.3103372,0.50928324
2279,99,20,3,0.08822442,0.42591757
2280,100,20,3,0.1104434,0.5580439
2281,101,20,3,0.11784592,0.6353267
2282,102,20,3,0.04865323,0.36547342
2283,103,20,3,0.22487901,0.7063998
2284,104,20,3,0.26828343,0.72113174
2285,105,20,3,0.16641153,0.61751175
2286,106,20,3,0.2616644,0.6681634
2287,107,20,3,0.1553446,0.65162796
2288,108,20,3,0.2727321,0.72665656
2289,109,20,3,0.21283309,0.68192047
2290,110,20,3,0.23285498,0.6962173
2291,111,20,3,0.18360451,0.6990032
2292,112,20,3,0.28647342,0.4812574
2293,113,20,3,0.07910608,0.49638587
2294,114,20,3,0.13574125,0.6133795
2295,115,20,3,0.09432647,0.42852214
2296,116,20,3,0.034929138,0.41567484
2297,117,20,3,0.16015966,0.5446071
2298,118,20,3,0.02571067,0.4101822
2299,119,20,3,0.14191405,0.6238032
2300,120,20,3,0.1629089,0.61020386
2301,121,20,3,0.15314057,0.6144632
2302,122,20,3,0.118217066,0.5073759
2303,123,20,3,0.1340662,0.6221454
2304,124,20,3,0.12407212,0.6089648
2305,125,20,3,0.12659892,0.5896813
2306,126,20,3,0.13943666,0.6104202
2307,127,20,3,0.16169688,0.3875234
2308,0,21,3,0.32291654,0.5357046
2309,1,21,3,0.28436702,0.55651355
2310,2,21,3,0.14087264,0.3778654
2311,3,21,3,0.31573913,0.5848571
2312,4,21,3,0.09249667,0.4327719
2313,5,21,3,0.318758,0.46867836
2314,6,21,3,0.1632259,0.4181454
2315,7,21,3,0.27920374,0.46731693
2316,8,21,3,0.06897222,0.31364074
2317,9,21,3,0.14101276,0.37518817
2318,10,21,3,0.05258102,0.30854964
2319,11,21,3,0.07123855,0.26621166
2320,12,21,3,0.21475177,0.5512002
2321,13,21,3,0.3812722,0.6217958
2322,14,21,3,0.29563937,0.6812952
2323,15,21,3,0.2990533,0.44792497
2324,16,21,3,0.32566828,0.54477215
2325,17,21,3,0.22070341,0.44313782
2326,18,21,3,0.15503252,0.40620255
2327,19,21,3,0.10931857,0.32910064
2328,20,21,3,0.12950817,0.38554382
2329,21,21,3,0.41955978,0.6109269
2330,22,21,3,0.38841736,0.56560814
2331,23,21,3,0.34820914,0.5933031
2332,25,21,3,0.022786535,0.30192873
2333,26,21,3,0.16597801,0.43500614
2334,27,21,3,0.3789886,0.5883245
2335,28,21,3,0.38976344,0.42116287
2336,29,21,3,0.40055865,0.42490506
2337,30,21,3,0.22386536,0.48213768
2338,31,21,3,0.354081,0.58385825
2339,32,21,3,0.36808848,0.6401648
2340,33,21,3,0.3101134,0.57735246
2341,34,21,2,0.4484337,0.66524696
2342,35,21,3,0.13325818,0.42479575
2343,36,21,3,0.28887504,0.5327896
2344,37,21,3,0.14777523,0.44928768
2345,38,21,3,0.049651682,0.26443857
2346,39,21,3,0.2919235,0.55367523
2347,40,21,3,0.22797486,0.48650703
2348,41,21,2,0.4508221,0.6653899
2349,42,21,2,0.43569687,0.65317464
2350,43,21,3,0.43650448,0.55522054
2351,44,21,2,0.4271837,0.6460083
2352,45,21,2,0.39578825,0.6451099
2353,46,21,3,0.3369668,0.53197604
2354,47,21,3,0.18463106,0.38072926
2355,48,21,3,0.34859902,0.6251958
2356,49,21,3,0.4001526,0.603892
2357,50,21,3,0.39111167,0.6045745
2358,51,21,3,0.31500295,0.5910605
2359,52,21,3,0.36707354,0.62789214
2360,53,21,3,0.27942166,0.5738454
2361,54,21,3,0.28929135,0.5660865
2362,55,21,3,0.31088707,0.5643483
2363,56,21,3,0.13663448,0.2779856
2364,57,21,3,0.097023584,0.3048066
2365,58,21,3,0.39134333,0.6339555
2366,59,21,3,0.3279072,0.5550758
2367,60,21,2,0.418047,0.6441402
2368,61,21,3,0.27767625,0.39122468
2369,63,21,3,0.11411109,0.37595454
2370,65,21,3,0.33880746,0.4871415
2371,80,21,3,0.21708089,0.53882235
2372,81,21,3,0.34388945,0.5634918
2373,82,21,3,0.088178515,0.34918204
2374,84,21,3,0.041780494,0.25360453
2375,85,21,3,0.114422485,0.26940912
2376,86,21,3,0.17228651,0.28677514
2377,87,21,3,0.09165774,0.29258335
2378,88,21,3,0.38532218,0.43507466
2379,89,21,3,0.3329218,0.6422602
2380,90,21,3,0.3116034,0.6214806
2381,91,21,3,0.26108047,0.67324543
2382,92,21,3,0.240777,0.42789233
2383,93,21,3,0.11246019,0.40970725
2384,94,21,3,0.2426212,0.43661836
2385,95,21,3,0.16781431,0.3682419
2386,96,21,3,0.22831476,0.40261936
2387,97,21,3,0.13161533,0.32708657
2388,98,21,3,0.2564196,0.47152063
2389,99,21,3,0.04737538,0.44287765
2390,100,21,3,0.13259707,0.6152088
2391,101,21,3,0.033655707,0.436696
2392,102,21,3,0.1778981,0.67336035
2393,103,21,3,0.08971048,0.5542814
2394,104,21,3,0.09507906,0.48832026
2395,105,21,3,0.08886706,0.55431706
2396,106,21,3,0.205344,0.6238654
2397,107,21,3,0.050636802,0.33798563
2398,108,21,3,0.065345,0.47502753
2399,109,21,3,0.057288185,0.42168733
2400,110,21,3,0.22318085,0.6823817
2401,111,21,3,0.17406492,0.66372746
2402,112,21,3,0.14251585,0.54447144
2403,113,21,3,0.21371715,0.5799905
2404,114,21,3,0.1606781,0.6097459
2405,115,21,3,0.10250479,0.5351274
2406,116,21,3,0.22136547,0.6596443
2407,117,21,3,0.14830914,0.59221387
2408,118,21,3,0.1512866,0.5980811
2409,119,21,3,0.21032692,0.68280923
2410,120,21,3,0.19921848,0.65456706
2411,121,21,3,0.053896394,0.50279653
2412,122,21,3,0.051109925,0.4754537
2413,123,21,3,0.075732276,0.54835975
2414,124,21,3,0.02180275,0.30358642
2415,125,21,3,0.016742729,0.37450543
2416,126,21,3,0.13996431,0.5950043
2417,127,21,3,0.04681617,0.510427
2418,3,22,3,0.3648553,0.41881478
2419,4,22,3,0.094964355,0.30722257
2420,5,22,3,0.17088033,0.32443786
2421,6,22,3,0.32535344,0.48135203
2422,7,22,3,0.16689393,0.35649467
2423,9,22,3,0.17149422,0.40963006
2424,10,22,3,0.3042101,0.46100497
2425,11,22,3,0.2746567,0.53129226
2426,12,22,3,0.38554662,0.64179224
2427,13,22,3,0.39064464,0.6429229
2428,14,22,3,0.26730832,0.5681625
2429,15,22,2,0.45425582,0.67178595
2430,16,22,3,0.36429167,0.57292056
2431,17,22,3,0.35799858,0.5891767
2432,18,22,3,0.34021887,0.4190513
2433,20,22,3,0.33583143,0.4487042
2434,21,22,3,0.1547891,0.27505153
2435,22,22,3,0.37622845,0.6105028
2436,23,22,3,0.31196275,0.54307175
2437,24,22,3,0.380965,0.42733502
2438,25,22,3,0.3539286,0.6135188
2439,26,22,2,0.41699508,0.6315687
2440,27,22,2,0.3983168,0.6509818
2441,28,22,3,0.3418553,0.6001373
2442,29,22,2,0.4351423,0.67523885
2443,30,22,2,0.44480652,0.6702389
2444,31,22,2,0.4569133,0.673395
2445,32,22,3,0.27228114,0.5621065
2446,33,22,2,0.44250828,0.6756788
2447,34,22,3,0.3754098,0.64023834
2448,35,22,3,0.40656066,0.61678517
2449,36,22,3,0.41663444,0.618783
2450,37,22,2,0.45197695,0.6601368
2451,38,22,3,0.25521523,0.554968
2452,39,22,3,0.3101935,0.53797346
2453,40,22,2,0.4264656,0.6421133
2454,41,22,3,0.3241184,0.6170121
2455,42,22,3,0.38500425,0.6026574
2456,43,22,2,0.42784256,0.65974915
2457,44,22,2,0.3981026,0.65252066
2458,45,22,3,0.15598512,0.40827844
2459,46,22,3,0.26813084,0.5444374
2460,47,22,3,0.31173703,0.41010633
2461,48,22,2,0.43085673,0.62076306
2462,49,22,3,0.30399922,0.44701368
2463,50,22,3,0.21066192,0.6086957
2464,51,22,2,0.43897188,0.6869305
2465,52,22,3,0.3870084,0.6251203
2466,53,22,3,0.24044348,0.4045558
2467,54,22,3,0.38650334,0.6468887
2468,55,22,2,0.41988993,0.62772936
2469,56,22,3,0.28209174,0.42740408
2470,57,22,3,0.3522905,0.5034101
2471,58,22,2,0.4397403,0.62098056
2472,59,22,3,0.22322193,0.38350362
2473,61,22,3,0.20175068,0.42926544
2474,63,22,3,0.3105055,0.3957768
2475,64,22,3,0.29893175,0.46050256
2476,65,22,3,0.32482952,0.47982317
2477,68,22,3,0.303622,0.42742535
2478,76,22,3,0.3316336,0.5395516
2479,77,22,3,0.37942636,0.582185
2480,82,22,3,0.39979398,0.5991015
2481,83,22,3,0.31329468,0.47434577
2482,84,22,3,0.25199205,0.43219525
2483,85,22,3,0.17311734,0.3796697
2484,86,22,3,0.35250807,0.6001684
2485,87,22,3,0.34196725,0.6113828
2486,88,22,3,0.35068464,0.6628196
2487,89,22,2,0.3876632,0.67084503
2488,90,22,3,0.0853252,0.5163643
2489,91,22,3,0.114961416,0.30517435
2490,92,22,3,0.3352219,0.45199165
2491,93,22,3,0.35436398,0.5778199
2492,94,22,3,0.3489183,0.5808711
2493,95,22,3,0.3316189,0.46790615
2494,96,22,3,0.3039297,0.55391973
2495,97,22,3,0.26866475,0.5517128
2496,98,22,3,0.10895912,0.38514513
2497,99,22,3,0.14976303,0.577487
2498,100,22,3,0.02370835,0.28443998
2499,101,22,3,0.15656973,0.64469516
2500,102,22,3,0.088001095,0.5409351
2501,103,22,3,0.06276465,0.40887663
2502,104,22,3,0.25857338,0.7260144
2503,105,22,3,0.07850665,0.5356217
2504,106,22,3,0.22336066,0.7200868
2505,107,22,3,0.052528888,0.49802026
2506,108,22,3,0.33529356,0.68485963
2507,109,22,3,0.2552826,0.67597806
2508,110,22,3,0.28135267,0.62341505
2509,111,22,3,0.065641604,0.47180146
2510,112,22,3,0.06280753,0.48624223
2511,113,22,3,0.2012838,0.62254524
2512,114,22,3,0.07079783,0.4640617
2513,115,22,3,0.039374195,0.453576
2514,116,22,3,0.11776612,0.4963238
2515,117,22,3,0.07253384,0.545305
2516,118,22,2,0.27942014,0.7251608
2517,119,22,3,0.12535338,0.570232
2518,120,22,3,0.04421336,0.46653357
2519,121,22,3,0.11752941,0.6320994
2520,122,22,3,0.15724264,0.56641483
2521,123,22,3,0.19583979,0.6911185
2522,124,22,3,0.08414385,0.5681842
2523,125,22,3,0.10797749,0.6001011
2524,126,22,3,0.18314885,0.66084284
2525,127,22,3,0.16270399,0.649813
2526,1,23,2,0.4048208,0.65157306
2527,3,23,2,0.41361007,0.6608968
2528,4,23,3,0.2003472,0.4409938
2529,5,23,3,0.07162836,0.29061022
2530,6,23,3,0.40344495,0.6322919
2531,7,23,3,0.23073414,0.39449266
2532,8,23,3,0.14813946,0.28305528
2533,11,23,3,0.19480811,0.6469809
2534,12,23,3,0.16188133,0.38102508
2535,13,23,3,0.36868632,0.60977304
2536,14,23,3,0.305894,0.628007
2537,15,23,3,0.37742022,0.4226833
2538,16,23,3,0.3224793,0.56014997
2539,20,23,2,0.4293431,0.6458294
2540,21,23,3,0.2999234,0.48972067
2541,22,23,3,0.3065039,0.5303755
2542,23,23,3,0.14327651,0.36628595
2543,24,23,3,0.13519362,0.5865789
2544,25,23,2,0.45702147,0.65340126
2545,26,23,3,0.35376477,0.59233516
2546,27,23,2,0.40002072,0.6499726
2547,28,23,2,0.46261698,0.67767256
2548,29,23,3,0.36612922,0.5650662
2549,30,23,3,0.34771124,0.6360715
2550,31,23,3,0.18426183,0.4610667
2551,32,23,3,0.32828563,0.6149929
2552,33,23,2,0.47388083,0.6725124
2553,34,23,3,0.386586,0.64219993
2554,35,23,2,0.4486958,0.6604097
2555,36,23,2,0.43479446,0.68957365
2556,37,23,3,0.3049963,0.6270981
2557,38,23,3,0.14440244,0.43773624
2558,39,23,3,0.24510233,0.46305776
2559,40,23,3,0.38149709,0.5871694
2560,41,23,3,0.32843366,0.60955006
2561,42,23,2,0.42486393,0.64947444
2562,43,23,3,0.41087335,0.6269454
2563,44,23,3,0.2661922,0.55221283
2564,45,23,3,0.39074787,0.5884529
2565,46,23,3,0.1421188,0.34842226
2566,47,23,3,0.06780436,0.24435171
2567,48,23,3,0.104462646,0.30356544
2568,49,23,3,0.31413677,0.46572345
2569,50,23,3,0.32253838,0.40966532
2570,51,23,3,0.38736394,0.64577174
2571,52,23,2,0.45654884,0.64776826
2572,53,23,3,0.35748282,0.54996103
2573,54,23,3,0.40216798,0.62466866
2574,55,23,3,0.056401916,0.31488946
2575,56,23,3,0.22462907,0.33464718
2576,57,23,3,0.12829645,0.2816633
2577,59,23,2,0.42856154,0.62917787
2578,71,23,3,0.084662445,0.29264718
2579,82,23,3,0.26751667,0.42702746
2580,83,23,3,0.3621374,0.48576185
2581,84,23,3,0.37970927,0.53941333
2582,85,23,2,0.4033897,0.66090685
2583,86,23,3,0.30225697,0.5598762
2584,87,23,3,0.3468885,0.5410819
2585,89,23,3,0.15157697,0.3643582
2586,90,23,3,0.3065684,0.58126694
2587,91,23,3,0.29482412,0.48104566
2588,92,23,3,0.064677246,0.31494498
2589,93,23,3,0.23984945,0.32550138
2590,94,23,3,0.28218403,0.42292058
2591,95,23,3,0.2142121,0.3395493
2592,96,23,3,0.28963965,0.4035656
2593,97,23,3,0.15420085,0.29986697
2594,98,23,3,0.2543014,0.37951234
2595,99,23,3,0.15596183,0.53632575
2596,100,23,3,0.08253116,0.54011136
2597,101,23,3,0.047663372,0.49337378
2598,102,23,3,0.18177043,0.67568856
2599,103,23,3,0.19228762,0.6690037
2600,104,23,3,0.27635837,0.7022179
2601,105,23,3,0.18689322,0.63772416
2602,106,23,3,0.15669027,0.59886795
2603,107,23,3,0.3395574,0.65908474
2604,108,23,3,0.21740802,0.58882743
2605,109,23,3,0.10007915,0.5373355
2606,110,23,3,0.08484163,0.4914974
2607,111,23,3,0.3537081,0.65670586
2608,112,23,3,0.13279739,0.32374772
2609,113,23,3,0.21079516,0.6441699
2610,114,23,3,0.25020427,0.55300885
2611,115,23,3,0.05957141,0.45692933
2612,116,23,3,0.066685796,0.4626686
2613,117,23,3,0.18924366,0.6152334
2614,118,23,3,0.16380998,0.6541972
2615,119,23,3,0.010875796,0.3404422
2616,120,23,3,0.23310556,0.7073446
2617,121,23,3,0.124542,0.62651545
2618,122,23,3,0.08303941,0.5507885
2619,123,23,3,0.1873431,0.67555434
2620,124,23,3,0.23601983,0.7322041
2621,125,23,3,0.026145581,0.42972416
2622,126,23,3,0.131795,0.60127544
2623,127,23,3,0.038197715,0.42702523
2624,0,24,3,0.3798478,0.63886243
2625,1,24,2,0.4168302,0.6556197
2626,2,24,3,0.28399643,0.42586672
2627,3,24,3,0.04660462,0.30374435
2628,4,24,3,0.024130654,0.26171935
2629,5,24,3,0.11430767,0.33210412
2630,6,24,3,0.30109423,0.5867206
2631,7,24,3,0.2966419,0.5884349
2632,8,24,3,0.08187041,0.2531673
2633,9,24,3,0.26447657,0.35834655
2634,10,24,3,0.06893497,0.3054757
2635,11,24,2,0.37961057,0.65983945
2636,12,24,3,0.32733136,0.6217177
2637,13,24,3,0.35001156,0.40870965
2638,14,24,3,0.112462,0.33826917
2639,15,24,3,0.15328279,0.31853092
2640,18,24,3,0.13206622,0.30223823
2641,19,24,3,0.23609993,0.34439674
2642,20,24,3,0.057429116,0.32160905
2643,21,24,3,0.28801456,0.3945871
2644,22,24,3,0.38996807,0.4271242
2645,23,24,3,0.37397665,0.5881716
2646,24,24,3,0.29466447,0.5183608
2647,25,24,3,0.14849773,0.3654342
2648,26,24,2,0.43947864,0.6526669
2649,27,24,2,0.41778567,0.6364187
2650,28,24,2,0.40855423,0.6807668
2651,29,24,3,0.33029917,0.6244458
2652,30,24,2,0.43089595,0.64321494
2653,31,24,3,0.35981658,0.64334506
2654,32,24,2,0.46563408,0.6674224
2655,33,24,3,0.22337951,0.38640487
2656,34,24,3,0.22609855,0.48358798
2657,35,24,3,0.35831845,0.6181231
2658,36,24,2,0.4521099,0.64965534
2659,37,24,3,0.33539793,0.6331984
2660,38,24,3,0.31212378,0.40237233
2661,39,24,3,0.31676364,0.5215675
2662,40,24,3,0.4086679,0.54762036
2663,41,24,3,0.27169412,0.49563158
2664,42,24,3,0.38889882,0.6182168
2665,43,24,3,0.3286559,0.5626169
2666,44,24,3,0.30151993,0.52527696
2667,45,24,3,0.033227757,0.28981695
2668,46,24,3,0.107487194,0.2707792
2669,47,24,3,0.066159636,0.25738126
2670,48,24,3,0.15570816,0.2661302
2671,49,24,3,0.16583936,0.43562683
2672,50,24,2,0.38120663,0.65391725
2673,51,24,3,0.26354945,0.53311414
2674,52,24,3,0.3297632,0.5641919
2675,53,24,3,0.38117868,0.6430972
2676,55,24,2,0.42093775,0.62834555
2677,56,24,3,0.3880678,0.59410286
2678,57,24,3,0.05408733,0.24006103
2679,68,24,3,0.34786248,0.41153017
2680,72,24,3,0.30748847,0.5068494
2681,73,24,3,0.13627653,0.41043624
2682,77,24,3,0.27546206,0.49573556
2683,81,24,3,0.35494226,0.41219288
2684,82,24,3,0.25046209,0.38650468
2685,83,24,3,0.29337204,0.47173035
2686,84,24,3,0.30589792,0.5200851
2687,85,24,3,0.41997808,0.6245228
2688,86,24,3,0.15383168,0.34996286
2689,87,24,3,0.37425795,0.5986371
2690,88,24,3,0.3620724,0.5789584
2691,89,24,3,0.3547049,0.5874359
2692,90,24,3,0.37675998,0.62584907
2693,91,24,3,0.051114753,0.34592566
2694,92,24,3,0.0588544,0.24716847
2695,93,24,3,0.05019832,0.23756556
2696,94,24,3,0.053412028,0.27283138
2697,95,24,3,0.06987426,0.2460362
2698,96,24,3,0.048365325,0.24372312
2699,97,24,3,0.22240974,0.36017525
2700,98,24,3,0.27808177,0.43096814
2701,99,24,3,0.17477876,0.41858274
2702,100,24,3,0.012230659,0.30527997
2703,101,24,3,0.06326169,0.47073522
2704,102,24,3,0.15166102,0.6013025
2705,103,24,3,0.100113295,0.6026499
2706,104,24,3,0.18643163,0.60378724
2707,106,24,3,0.32555303,0.67081183
2708,107,24,3,0.07358401,0.35841075
2709,108,24,3,0.25549415,0.4418876
2710,109,24,3,0.07552108,0.44340703
2711,110,24,3,0.2680608,0.6890692
2712,111,24,3,0.3661449,0.41727883
2713,112,24,3,0.20672269,0.6401975
2714,113,24,3,0.19730982,0.6162316
2715,114,24,3,0.13476515,0.57813925
2716,115,24,3,0.07281928,0.41552088
2717,116,24,3,0.2274581,0.7310844
2718,117,24,3,0.24170864,0.5726792
2719,118,24,3,0.04001672,0.40872836
2720,119,24,3,0.21235657,0.69205403
2721,120,24,3,0.05611435,0.5103071
2722,121,24,3,0.049689326,0.5020413
2723,122,24,3,0.091966406,0.4901614
2724,123,24,3,0.094044685,0.48725674
2725,124,24,3,0.023320066,0.43460563
2726,125,24,3,0.08733245,0.5560686
2727,126,24,3,0.10892984,0.6311865
2728,127,24,3,0.104977466,0.5905399
2729,0,25,2,0.4201355,0.679044
2730,1,25,2,0.3932653,0.65890867
2731,2,25,3,0.37683102,0.6194683
2732,3,25,3,0.26944077,0.56313664
2733,4,25,3,0.17196079,0.29429114
2734,5,25,3,0.07962208,0.28437564
2735,6,25,3,0.14929335,0.44258806
2736,7,25,3,0.30550903,0.4522992
2737,9,25,3,0.17615993,0.3157723
2738,11,25,3,0.3862802,0.63682437
2739,12,25,3,0.21231402,0.692029
2740,13,25,3,0.051684614,0.33225197
2741,14,25,3,0.35914224,0.5597673
2742,16,25,3,0.1307489,0.39523304
2743,17,25,3,0.112337016,0.29536733
2744,18,25,3,0.32802105,0.41963506
2745,19,25,3,0.03868135,0.2686793
2746,21,25,3,0.21002741,0.46905017
2747,22,25,3,0.21768856,0.50549173
2748,23,25,3,0.22338702,0.52245235
2749,24,25,3,0.40806153,0.6203764
2750,25,25,3,0.40583965,0.55580163
2751,26,25,3,0.33131662,0.61016285
2752,27,25,3,0.30003318,0.5794947
2753,28,25,3,0.38647738,0.49650434
2754,29,25,3,0.34961918,0.5797409
2755,30,25,3,0.3526338,0.6536339
2756,31,25,3,0.39840174,0.61713237
2757,32,25,3,0.31866673,0.5589519
2758,33,25,3,0.20977353,0.49427605
2759,34,25,3,0.2914126,0.5544206
2760,35,25,2,0.42994264,0.651325
2761,36,25,2,0.38852736,0.65195614
2762,37,25,3,0.12253696,0.36255527
2763,38,25,3,0.12660828,0.3990822
2764,39,25,3,0.34182864,0.5917545
2765,40,25,3,0.363295,0.57534385
2766,41,25,2,0.46657968,0.6198287
2767,42,25,3,0.23797707,0.3610571
2768,43,25,3,0.17513709,0.28931174
2769,44,25,3,0.04765531,0.2568259
2770,45,25,3,0.15228853,0.284507
2771,47,25,3,0.15466471,0.27301946
2772,48,25,3,0.38763562,0.5552981
2773,49,25,3,0.33484343,0.6503607
2774,50,25,3,0.22820449,0.405923
2775,51,25,2,0.3778266,0.6592359
2776,52,25,3,0.30633467,0.53454316
2777,53,25,3,0.31782493,0.46483314
2778,54,25,3,0.39189482,0.6303323
2779,55,25,3,0.2361755,0.5350222
2780,56,25,3,0.06574236,0.3609567
2781,57,25,3,0.26931566,0.45643857
2782,59,25,3,0.29398966,0.48567244
2783,64,25,3,0.31499788,0.4724988
2784,69,25,3,0.15519723,0.5323921
2785,71,25,2,0.4136272,0.6509376
2786,73,25,3,0.14522162,0.311501
2787,75,25,3,0.31020504,0.6953106
2788,76,25,2,0.438868,0.6488419
2789,80,25,2,0.31469572,0.70605224
2790,81,25,3,0.30030602,0.5987949
2791,82,25,3,0.084755294,0.44734985
2792,83,25,3,0.20614934,0.3243928
2793,84,25,3,0.15879811,0.36051247
2794,85,25,3,0.13091403,0.37931788
2795,86,25,3,0.34504017,0.54449016
2796,87,25,3,0.1518963,0.49384892
2797,88,25,3,0.3689009,0.6350768
2798,90,25,3,0.069012694,0.25248536
2799,91,25,3,0.13016899,0.27305728
2800,93,25,3,0.10075289,0.25576705
2801,94,25,3,0.07026799,0.24551728
2802,95,25,3,0.30187553,0.38930896
2803,96,25,3,0.09545941,0.39750418
2804,97,25,3,0.14302133,0.30656436
2805,98,25,3,0.08708729,0.47573245
2806,99,25,3,0.25688374,0.5538928
2807,100,25,3,0.12605722,0.5192903
2808,101,25,3,0.30122593,0.55959946
2809,102,25,3,0.09231955,0.55497986
2810,104,25,3,0.2695227,0.71391207
2811,105,25,3,0.21107437,0.62437403
2812,106,25,3,0.12515686,0.3239317
2813,108,25,3,0.21580319,0.6453389
