,x,y,class,0,1
408,122,3,3,0.18756247,0.6978046
409,123,3,3,0.07361356,0.5335477
410,124,3,3,0.10465087,0.60678566
411,125,3,3,0.12753288,0.6289807
412,126,3,3,0.05136782,0.4924998
413,127,3,3,0.22450435,0.72784257
414,0,4,3,0.26158607,0.5423281
415,1,4,3,0.20254944,0.42665905
416,2,4,3,0.09931809,0.4123478
417,3,4,3,0.113931604,0.3909099
418,4,4,3,0.30158508,0.4231051
419,5,4,2,0.436432,0.6736318
420,6,4,3,0.4214862,0.53472215
421,7,4,3,0.3527896,0.61557347
422,8,4,3,0.34425822,0.554834
423,9,4,3,0.35086933,0.66981727
424,10,4,3,0.37056962,0.60945106
425,11,4,2,0.38910267,0.65423393
426,12,4,3,0.4095893,0.6301702
427,13,4,3,0.15434287,0.5814273
428,14,4,3,0.34695435,0.55945694
429,15,4,3,0.3565032,0.6219855
430,16,4,3,0.31623596,0.5251256
431,17,4,3,0.3790487,0.48870748
432,21,4,3,0.16911395,0.4457428
433,27,4,3,0.10141942,0.3308492
434,32,4,3,0.28546232,0.4065553
435,33,4,2,0.43198213,0.6383952
436,34,4,3,0.3584776,0.60698843
437,35,4,3,0.41557896,0.62033635
438,36,4,3,0.4055649,0.6210651
439,38,4,3,0.32362735,0.42834696
440,39,4,3,0.31414717,0.3928279
441,41,4,2,0.3946298,0.66310406
442,42,4,3,0.28462684,0.42965466
443,44,4,2,0.42958444,0.6658635
444,45,4,3,0.09743701,0.4557741
445,52,4,3,0.3182479,0.42891285
446,53,4,3,0.2875342,0.38377565
447,54,4,3,0.12615813,0.26612082
448,56,4,3,0.1343204,0.3405613
449,57,4,3,0.20662904,0.38765797
450,58,4,3,0.2832901,0.41343907
451,59,4,3,0.11752806,0.36548603
452,60,4,3,0.3795463,0.557152
453,61,4,3,0.30610433,0.6936517
454,62,4,3,0.4070728,0.5179207
455,63,4,3,0.32209247,0.47978035
456,64,4,3,0.36798152,0.57081753
457,65,4,3,0.33332828,0.5559542
458,66,4,3,0.35400787,0.61108035
459,67,4,2,0.41960648,0.67280847
460,68,4,3,0.25784633,0.5523013
461,69,4,3,0.25851744,0.5708392
462,70,4,3,0.13665743,0.5946341
463,71,4,3,0.17369892,0.5993329
464,73,4,3,0.020171896,0.40722522
465,74,4,3,0.13708457,0.65559757
466,76,4,3,0.19301705,0.675289
467,77,4,3,0.16306144,0.6698035
468,78,4,3,0.1316487,0.51183534
469,79,4,3,0.19546796,0.71545196
470,80,4,3,0.15012854,0.6228825
471,81,4,3,0.15384544,0.66801447
472,82,4,3,0.140308,0.5177863
473,83,4,3,0.051218595,0.32874754
474,84,4,3,0.06743638,0.5196597
475,85,4,3,0.103529006,0.6024042
476,86,4,3,0.026528627,0.37530634
477,87,4,3,0.05691739,0.43667424
478,88,4,3,0.02804289,0.45349783
479,89,4,3,0.21351273,0.7165147
480,90,4,3,0.057704274,0.46849412
481,91,4,3,0.0535142,0.47597975
482,92,4,3,0.1375215,0.6447333
483,93,4,3,0.10919529,0.62424
484,94,4,3,0.20588897,0.714799
485,95,4,3,0.041236203,0.44341278
486,96,4,3,0.109363124,0.5874258
487,97,4,3,0.17971317,0.6692688
488,98,4,3,0.1315057,0.6255007
489,99,4,3,0.13079523,0.6253407
490,100,4,3,0.038842298,0.44970462
491,101,4,3,0.17344773,0.64992815
492,102,4,3,0.058584448,0.50297713
493,103,4,3,0.111831,0.59944093
494,104,4,3,0.1625725,0.6419815
495,105,4,3,0.037719212,0.3406976
496,106,4,3,0.06671524,0.51717687
497,107,4,3,0.11304044,0.6118562
498,108,4,3,0.106501,0.49268007
499,109,4,3,0.10919745,0.56942695
500,110,4,3,0.19742833,0.70966196
501,111,4,3,0.15433182,0.617169
502,112,4,3,0.19850647,0.6779336
503,113,4,3,0.12565295,0.6204654
504,114,4,3,0.20357339,0.6938055
505,115,4,3,0.18132955,0.68774146
506,116,4,3,0.2209542,0.71742624
507,117,4,3,0.1421905,0.6611212
508,118,4,3,0.105707824,0.5990064
509,119,4,3,0.23693743,0.74037254
510,120,4,3,0.22361992,0.7269678
511,121,4,3,0.25136665,0.7298143
512,122,4,3,0.15851527,0.674361
513,123,4,3,0.10781782,0.5940607
514,124,4,3,0.15698062,0.6399385
515,125,4,3,0.1877918,0.6622123
516,126,4,3,0.24904305,0.73547125
517,127,4,3,0.21484771,0.7208096
518,0,5,3,0.29520983,0.5552056
519,1,5,3,0.357366,0.5867383
520,2,5,3,0.3772605,0.60939217
521,3,5,3,0.2403452,0.50865537
522,4,5,3,0.30301216,0.48475695
523,5,5,3,0.38417524,0.49678895
524,6,5,3,0.3256984,0.570427
525,7,5,3,0.3053339,0.51607376
526,8,5,3,0.3287588,0.51347023
527,9,5,3,0.20100306,0.49810186
528,10,5,2,0.38164502,0.6600846
529,11,5,3,0.39186248,0.6320166
530,12,5,3,0.23789237,0.543326
531,13,5,3,0.15905733,0.41450343
532,14,5,3,0.3213619,0.4462003
533,15,5,2,0.4489111,0.6532035
534,16,5,3,0.12685056,0.3230867
535,26,5,3,0.27734086,0.4518006
536,28,5,3,0.14279255,0.596608
537,29,5,3,0.2528497,0.35898763
538,32,5,3,0.18711928,0.4397527
539,33,5,3,0.37058243,0.5960697
540,34,5,2,0.45073164,0.6677585
541,35,5,3,0.44014674,0.58953094
542,36,5,3,0.3967939,0.6066697
543,37,5,2,0.4402352,0.6710375
544,38,5,2,0.4283841,0.6223829
545,39,5,3,0.3700155,0.57015854
546,40,5,2,0.4443854,0.6475615
547,41,5,3,0.33192804,0.60587925
548,42,5,3,0.38351744,0.50954396
549,43,5,3,0.3367459,0.5948581
550,44,5,2,0.4496532,0.67906284
551,45,5,3,0.3165094,0.53935975
552,52,5,3,0.28158832,0.431795
553,53,5,3,0.11916969,0.26983437
554,55,5,3,0.15800199,0.30550516
555,56,5,3,0.369817,0.5760584
556,57,5,3,0.3637351,0.59483683
557,58,5,3,0.07443262,0.30631208
558,59,5,3,0.28623533,0.3975166
559,60,5,3,0.15530618,0.36805487
560,61,5,3,0.24624014,0.5367431
561,62,5,3,0.104261786,0.45741
562,63,5,3,0.06726267,0.36343744
563,64,5,3,0.2825755,0.4224019
564,65,5,3,0.35624102,0.57409644
565,67,5,3,0.10380169,0.2701898
566,68,5,3,0.2813719,0.39513475
567,69,5,3,0.26047552,0.42617196
568,70,5,3,0.2810273,0.4379857
569,71,5,3,0.17252433,0.601799
570,72,5,3,0.19502087,0.67356104
571,73,5,3,0.20424542,0.67439693
572,74,5,3,0.25995082,0.7089191
573,75,5,3,0.1666096,0.63589245
574,76,5,3,0.20609014,0.71733415
575,77,5,3,0.12377319,0.61816067
576,78,5,3,0.23816988,0.7331839
577,79,5,3,0.20739098,0.6998719
578,80,5,3,0.18289618,0.6877467
579,81,5,3,0.19859317,0.70921737
580,82,5,3,0.04881611,0.49001104
581,83,5,3,0.1280773,0.63004524
582,84,5,3,0.11554842,0.58787394
583,85,5,3,0.15763237,0.63049906
584,86,5,3,0.17709468,0.6490817
585,87,5,3,0.13356845,0.6080379
586,88,5,3,0.096435376,0.48658594
587,89,5,3,0.20066792,0.71600723
588,90,5,3,0.22418253,0.71862
589,91,5,3,0.05578475,0.4943957
590,92,5,3,0.12994786,0.59598356
591,93,5,3,0.040409368,0.43732202
592,94,5,3,0.15181054,0.6399133
593,95,5,3,0.037715413,0.4377149
594,96,5,3,0.16058668,0.6589049
595,97,5,3,0.16062771,0.6888146
596,98,5,3,0.074143805,0.54418594
597,99,5,3,0.2238465,0.69630766
598,100,5,3,0.21229652,0.7201853
599,101,5,3,0.04666155,0.49387527
600,102,5,3,0.21882322,0.71472144
601,103,5,3,0.110876516,0.5802579
602,104,5,3,0.06632903,0.5289668
603,105,5,3,0.06694387,0.5299178
604,106,5,3,0.113634095,0.56792676
605,107,5,3,0.03573596,0.4135351
606,108,5,3,0.029307868,0.32061583
607,109,5,3,0.119965255,0.4207393
608,110,5,3,0.018838981,0.37246802
609,111,5,3,0.098184705,0.46971688
610,112,5,3,0.10681694,0.57866985
611,113,5,3,0.21219207,0.705025
612,114,5,3,0.0385016,0.4535172
613,115,5,3,0.16349404,0.62199354
614,116,5,3,0.17746338,0.69459486
615,117,5,3,0.098542996,0.60379094
616,118,5,3,0.13636662,0.6517091
617,119,5,3,0.21890478,0.71371007
618,120,5,3,0.1651321,0.6833645
619,121,5,3,0.15638258,0.67430586
620,122,5,3,0.13342081,0.6296997
621,123,5,3,0.12696625,0.6460173
622,124,5,3,0.19775218,0.71686786
623,126,5,3,0.13166979,0.6232807
624,127,5,3,0.07632639,0.50047106
625,0,6,3,0.263709,0.514153
626,1,6,2,0.41066357,0.6539701
627,2,6,3,0.14804582,0.40094328
628,3,6,3,0.20779596,0.47060966
629,4,6,3,0.1422798,0.37430304
630,5,6,3,0.11551833,0.3693184
631,6,6,3,0.26130173,0.4189136
632,7,6,3,0.25917622,0.5282842
633,8,6,3,0.12053684,0.3142411
634,9,6,2,0.3887167,0.6582255
635,10,6,3,0.3456762,0.62396663
636,11,6,3,0.25733936,0.4949267
637,12,6,3,0.12760368,0.27855182
638,13,6,3,0.08177905,0.27374735
639,14,6,3,0.1068584,0.2859623
640,15,6,3,0.09340179,0.36550593
641,16,6,3,0.12510343,0.29653785
642,17,6,3,0.311454,0.5838323
643,19,6,3,0.16112101,0.3609938
644,20,6,3,0.21328034,0.34517157
645,21,6,3,0.12574491,0.29852438
646,24,6,3,0.17337425,0.41435313
647,30,6,3,0.14140014,0.34980232
648,31,6,3,0.33409268,0.51387066
649,32,6,3,0.3755629,0.4881667
650,33,6,3,0.40790406,0.62772936
651,34,6,2,0.41168344,0.6337404
652,36,6,2,0.42339328,0.64589363
653,37,6,2,0.44216692,0.6713319
654,38,6,3,0.32227433,0.5770045
655,39,6,3,0.41930613,0.6109505
656,40,6,3,0.3888264,0.6057245
657,41,6,3,0.35760024,0.54548633
658,42,6,3,0.252608,0.5160266
659,43,6,3,0.32984665,0.636482
660,45,6,3,0.07373324,0.28242487
661,53,6,3,0.14847858,0.2945497
662,54,6,3,0.061801817,0.25033444
663,55,6,3,0.3981591,0.5749903
664,56,6,3,0.26750818,0.42405954
665,57,6,3,0.2151218,0.4233036
666,58,6,3,0.29992175,0.40413448
667,59,6,3,0.28444266,0.4193324
668,60,6,3,0.15465485,0.28846312
669,61,6,3,0.07782397,0.2611207
670,62,6,3,0.14354125,0.26249364
671,63,6,3,0.01938709,0.2521515
672,65,6,3,0.092646055,0.33583403
673,66,6,3,0.08393988,0.29519773
674,67,6,3,0.13462076,0.39325798
675,68,6,3,0.36258742,0.46299845
676,69,6,3,0.23629417,0.48779857
677,70,6,3,0.12318356,0.41441682
678,71,6,3,0.107695304,0.46165493
679,72,6,3,0.08078203,0.5180399
680,73,6,3,0.13371067,0.58410126
681,74,6,3,0.063769296,0.47962457
682,75,6,3,0.187548,0.69792503
683,76,6,3,0.0533814,0.4083763
684,77,6,3,0.20904337,0.6367099
685,78,6,3,0.1372613,0.6087922
686,79,6,3,0.14095458,0.5816491
687,80,6,3,0.20840116,0.6870754
688,81,6,3,0.14626142,0.62739813
689,82,6,3,0.023789018,0.388771
690,83,6,3,0.023789125,0.3728857
691,84,6,3,0.047660317,0.486502
692,85,6,3,0.1353658,0.63704425
693,86,6,3,0.019931596,0.3222124
694,87,6,3,0.068950206,0.45882764
695,88,6,3,0.15852647,0.65425754
696,89,6,3,0.1618777,0.6625396
697,90,6,3,0.09843379,0.5761197
